n,design,distr,effectX1,effectX2,effectX1X2,X1,X2,X1X2,parX1,parX2,parX1X2,rnkX1,rnkX2,rnkX1X2,artX1,artX2,artX1X2,intX1,intX2,intX1X2
64,4x3,likert5B,0,0,0,0.0003,0.0085,0.0104,0.0015,0.0094,0.0098,0.0028,0.0084,0.0067,0.0139,0.0181,0.0052,0.0025,0.0075,0.007
64,4x3,likert5B,0,0,0,0.0025,0.001,0.0045,0.0017,0.0008,0.0103,0.0031,0.0016,0.0094,0.0069,0.0024,0.0197,0.0027,0.0014,0.0106
64,4x3,likert5B,0,0,0,0.0023,0.0043,0.0077,0.0005,0.0039,0.0095,0.0006,0.0039,0.0099,0.0059,0.0039,0.0162,0.0007,0.0035,0.0095
64,4x3,likert5B,0,0,0,0.0053,0.0006,0.006,0.0065,0.0012,0.0047,0.0068,0.0003,0.0058,0.0057,0.0043,0.0143,0.0075,0.0009,0.0059
64,4x3,likert5B,0,0,0,0.0011,0.0001,0.0064,0.0029,0.0011,0.0159,0.0039,0.0011,0.0117,0.01,0.0048,0.028,0.0044,0.0015,0.0102
64,4x3,likert5B,0,0,0,0.0023,0.0029,0.0132,0.0037,0.0026,0.007,0.0032,0.0032,0.0067,0.0206,0.0082,0.0096,0.003,0.0031,0.0094
64,4x3,likert5B,0,0,0,0.0002,0.0001,0.0048,0.0005,0.0009,0.0095,0.0003,0.0006,0.0057,0.0019,0.002,0.0113,0.0003,0.0007,0.0076
64,4x3,likert5B,0,0,0,0.0115,0.0039,0.0039,0.0001,0.0052,0.0077,0.0004,0.0057,0.0063,0.003,0.019,0.0043,0.0004,0.0058,0.0069
64,4x3,likert5B,0,0,0,0.0112,0.0093,0.0049,0.0033,0.0053,0.0094,0.0034,0.0023,0.0145,0.0311,0.002,0.0236,0.0038,0.0026,0.0149
64,4x3,likert5B,0,0,0,0.006,0.0061,0.007,0.0065,0.0052,0.0066,0.007,0.0053,0.0059,0.0091,0.0021,0.0069,0.0067,0.0053,0.0064
64,4x3,likert5B,0,0,0,0.0027,0.001,0.002,0.0016,0.0036,0.0039,0.0019,0.0023,0.0037,0.0016,0.0044,0.0075,0.0025,0.0023,0.0027
64,4x3,likert5B,0,0,0,0.0017,0.0026,0.0032,0.0024,0.0029,0.002,0.0032,0.0036,0.0015,0.0018,0.0077,0.0152,0.0033,0.0031,0.0016
64,4x3,likert5B,0,0,0,0.0022,0.002,0.0133,0.0045,0.0004,0.018,0.0043,0.0006,0.0184,0.0055,0.0006,0.0179,0.0045,0.0006,0.0172
64,4x3,likert5B,0,0,0,0.0009,0.0011,0.0156,0.0002,0.0006,0.0196,0.0003,0.0006,0.0219,0.0013,0.0002,0.0244,0.0003,0.0006,0.0176
64,4x3,likert5B,0,0,0,0.0012,0.0011,0.0056,0.0024,0.0007,0.005,0.0026,0.0006,0.0069,0.0161,0.0017,0.0207,0.0026,0.0003,0.0054
64,4x3,likert5B,0,0,0,0.0095,0.0009,0.0016,0.0084,0.0024,0.002,0.0044,0.0023,0.0025,0.0124,0.0036,0.0076,0.0053,0.002,0.0021
64,4x3,likert5B,0,0,0,0.0004,0.0013,0.0341,0.0003,0.0025,0.0281,0.0009,0.0029,0.0283,0.0008,0.0021,0.0162,0.0002,0.0025,0.0282
64,4x3,likert5B,0,0,0,0.0124,0.0042,0.0129,0.0114,0.0048,0.0109,0.0108,0.0043,0.0149,0.0175,0.0174,0.0124,0.0112,0.0046,0.0135
64,4x3,likert5B,0,0,0,0.0085,0.0004,0.0094,0.0191,0.0002,0.0077,0.0128,0,0.0139,0.0132,0.0008,0.0123,0.0163,0,0.0091
64,4x3,likert5B,0,0,0,0.0016,0.0038,0.0012,0.0026,0.0054,0.0026,0.001,0.0039,0.0007,0.0038,0.005,0.0015,0.0013,0.0046,0.001
64,4x3,likert5B,0,0,0,0.0107,0.0016,0.014,0.0046,0.0004,0.0191,0.0043,0.0009,0.0192,0.02,0.0057,0.0258,0.0043,0.0006,0.0184
64,4x3,likert5B,0,0,0,0.0043,0.0018,0.0128,0.001,0.005,0.0105,0.001,0.0045,0.0109,0.024,0.0157,0.0159,0.0011,0.0052,0.0126
64,4x3,likert5B,0,0,0,0.001,0.0019,0.0129,0.0006,0.0021,0.0111,0.0003,0.0014,0.009,0.0048,0.0064,0.0119,0.0003,0.0015,0.0103
64,4x3,likert5B,0,0,0,0.0109,0.0002,0.0053,0.0006,0.0033,0.0044,0.0022,0.0005,0.0015,0.0261,0.1156,0.0197,0.0017,0.0007,0.0012
64,4x3,likert5B,0,0,0,0.0004,0.0015,0.0027,0.0008,0.0003,0.0041,0.0006,0.0003,0.0037,0.0022,0.0007,0.0033,0.0008,0.0003,0.0042
64,4x3,likert5B,0,0,0,0.0029,0.0029,0.0069,0.0093,0.0027,0.0022,0.0086,0.0023,0.0024,0.0122,0.0044,0.0122,0.0083,0.002,0.0026
64,4x3,likert5B,0,0,0,0.0045,0.0049,0.0109,0.0108,0.005,0.009,0.0064,0.003,0.0084,0.025,0.003,0.0123,0.0087,0.0039,0.0082
64,4x3,likert5B,0,0,0,0.0013,0.0009,0.0043,0.0024,0,0.0045,0.0026,0,0.0045,0.0082,0.0014,0.0055,0.0026,0.0002,0.0047
64,4x3,likert5B,0,0,0,0.0026,0.0016,0.0186,0.0028,0.0045,0.0167,0.0026,0.0039,0.0174,0.0015,0.0061,0.0162,0.0027,0.0042,0.0171
64,4x3,likert5B,0,0,0,0.0075,0.0003,0.0099,0.0062,0.0009,0.0155,0.0063,0.0009,0.0156,0.0014,0.0009,0.021,0.006,0.0008,0.0153
64,4x3,likert5B,0,0,0,0.0132,0.0065,0.0289,0.007,0.0013,0.0219,0.0086,0.0031,0.0166,0.0583,0.0193,0.0246,0.0083,0.0024,0.0192
64,4x3,likert5B,0,0,0,0.0068,0.0027,0.0043,0.0058,0.0004,0.0047,0.0033,0.0005,0.0032,0.024,0.0139,0.0357,0.0039,0.0004,0.0032
64,4x3,likert5B,0,0,0,0.0025,0.0129,0.0162,0.0052,0.0089,0.0119,0.0031,0.0139,0.0124,0.0045,0.0118,0.0107,0.0038,0.013,0.0127
64,4x3,likert5B,0,0,0,0.0034,0.001,0.0117,0.0029,0.004,0.0067,0.0028,0.0062,0.0068,0.0588,0.0902,0.0161,0.003,0.0045,0.0066
64,4x3,likert5B,0,0,0,0.0034,0.0004,0.0035,0.0028,0,0.0026,0.0028,0.0002,0.0053,0.008,0.0004,0.0061,0.0023,0,0.0033
64,4x3,likert5B,0,0,0,0.0007,0.0041,0.0038,0.0012,0.0014,0.0024,0.0016,0.0036,0.0018,0.0311,0.1205,0.0363,0.0014,0.0027,0.0019
64,4x3,likert5B,0,0,0,0.0021,0.007,0.0065,0.0012,0.0136,0.0088,0.0012,0.0136,0.009,0.016,0.0374,0.0217,0.0014,0.0123,0.0095
64,4x3,likert5B,0,0,0,0.0079,0.0014,0.0012,0.0077,0.0014,0.002,0.0075,0.0027,0.0019,0.0133,0.0016,0.0051,0.0083,0.0022,0.0019
64,4x3,likert5B,0,0,0,0.0004,0.0014,0.0112,0.0016,0.0014,0.0085,0.0012,0.0002,0.0104,0.0151,0,0.0243,0.0013,0.0005,0.0094
64,4x3,likert5B,0,0,0,0.0077,0.0104,0.0212,0.0008,0.0054,0.0266,0.0043,0.0052,0.0254,0.0066,0.0081,0.047,0.003,0.0051,0.0253
64,4x3,likert5B,0,0,0,0.0031,0.0026,0.0147,0.008,0.0015,0.0126,0.0029,0.0039,0.012,0.0067,0.0329,0.0205,0.0049,0.0033,0.0133
64,4x3,likert5B,0,0,0,0.0043,0.0005,0.0082,0.002,0.0007,0.0105,0.0009,0.001,0.0102,0.0204,0.0062,0.0181,0.0018,0.0008,0.0104
64,4x3,likert5B,0,0,0,0.0009,0.0022,0.0041,0.0011,0.003,0.0036,0.0032,0.0012,0.0019,0.0068,0,0.0046,0.0018,0.0019,0.0024
64,4x3,likert5B,0,0,0,0.0048,0.0002,0.0136,0.0025,0.0006,0.0137,0.0016,0.0003,0.0132,0.0016,0.001,0.016,0.0027,0.0007,0.013
64,4x3,likert5B,0,0,0,0.0038,0.0001,0.014,0.0028,0.0002,0.014,0.0035,0.0004,0.0159,0.0096,0.0145,0.0184,0.0036,0.0003,0.0158
64,4x3,likert5B,0,0,0,0.0033,0.0001,0.0193,0.0026,0.0043,0.0227,0.0012,0.0008,0.0233,0.0097,0.0057,0.0218,0.0017,0.0017,0.0229
64,4x3,likert5B,0,0,0,0.0021,0.0005,0.0046,0.0065,0.003,0.0084,0.0067,0.0033,0.0118,0.1702,0.18,0.0664,0.0068,0.0033,0.0115
64,4x3,likert5B,0,0,0,0.0014,0.0001,0.0083,0.0039,0.0009,0.0078,0.0064,0.0007,0.0103,0.0074,0.0001,0.007,0.0053,0.0008,0.0118
64,4x3,likert5B,0,0,0,0.0049,0.0081,0.0084,0.0105,0.0091,0.0075,0.0095,0.009,0.0065,0.0123,0.0084,0.0059,0.0104,0.0096,0.0078
64,4x3,likert5B,0,0,0,0.0092,0.0005,0.0061,0.0021,0.0021,0.014,0.0024,0.0005,0.0118,0.0319,0.0275,0.0168,0.0032,0.0002,0.0122
64,4x3,likert5B,0,0,0,0.0152,0.0022,0.0061,0.0121,0.0027,0.0036,0.012,0.0033,0.0049,0.0113,0.0029,0.006,0.0119,0.0028,0.0034
64,4x3,likert5B,0,0,0,0.0021,0.0024,0.0157,0.0041,0.0015,0.0092,0.0046,0.0014,0.0095,0.0176,0.0089,0.0168,0.0042,0.0014,0.0097
64,4x3,likert5B,0,0,0,0.0027,0.002,0.0224,0.0026,0.003,0.0129,0.0033,0.0031,0.0131,0.0164,0.02,0.0135,0.0032,0.0032,0.0122
64,4x3,likert5B,0,0,0,0.0038,0.0011,0.0008,0.0055,0,0.002,0.0032,0.0009,0.0035,0.008,0.003,0.0052,0.0035,0.0004,0.0027
64,4x3,likert5B,0,0,0,0.0039,0.0067,0.0096,0.0045,0.0082,0.0119,0.0052,0.0094,0.0127,0.0077,0.0021,0.0186,0.0036,0.0086,0.0124
64,4x3,likert5B,0,0,0,0.0069,0.0042,0.0022,0.0055,0.0048,0.0059,0.0073,0.0027,0.0044,0.0303,0.012,0.0389,0.0072,0.003,0.0049
64,4x3,likert5B,0,0,0,0.0032,0.0002,0.0045,0.0018,0.0022,0.0032,0.0012,0.0017,0.0038,0.0008,0.0078,0.0105,0.0008,0.0014,0.0023
64,4x3,likert5B,0,0,0,0.0065,0.0015,0.006,0.0034,0.0016,0.0101,0.0057,0.0021,0.0057,0.015,0.0319,0.0158,0.0051,0.002,0.0074
64,4x3,likert5B,0,0,0,0.0159,0.0003,0.0034,0.0131,0.0008,0.0077,0.0118,0.0023,0.0076,0.0364,0.0037,0.0067,0.0128,0.0019,0.0075
64,4x3,likert5B,0,0,0,0.0014,0.0055,0.0054,0.0015,0.0052,0.007,0.0027,0.0033,0.0085,0.0163,0.0006,0.0196,0.0014,0.0042,0.0066
64,4x3,likert5B,0,0,0,0.0046,0.0009,0.0191,0.004,0.0004,0.0182,0.0038,0.0001,0.0151,0.0214,0.0001,0.0434,0.0054,0.0002,0.0188
64,4x3,likert5B,0,0,0,0.0043,0.0045,0.0117,0.0031,0.0071,0.0131,0.0029,0.0064,0.0126,0.0034,0.0098,0.0207,0.0032,0.0076,0.0135
64,4x3,likert5B,0,0,0,0.0003,0.0006,0.006,0.0005,0.0004,0.0171,0.0004,0.0017,0.0208,0.0137,0.0196,0.045,0.0005,0.0005,0.0179
64,4x3,likert5B,0,0,0,0.0017,0.0025,0.0068,0.0032,0.0098,0.0032,0.0024,0.0086,0.0039,0.0172,0.0073,0.0153,0.003,0.0086,0.0035
64,4x3,likert5B,0,0,0,0.0001,0.0005,0.0096,0.0002,0.0002,0.0095,0.0004,0.0007,0.0086,0.0124,0.0009,0.0102,0.0005,0.001,0.0084
64,4x3,likert5B,0,0,0,0.0018,0.0005,0.0066,0.0012,0.0008,0.0073,0.001,0.0004,0.0066,0.0057,0.0003,0.0139,0.0013,0.0011,0.0081
64,4x3,likert5B,0,0,0,0.0065,0.0025,0.0043,0.0028,0.0026,0.0027,0.0027,0.0029,0.0027,0.006,0.0102,0.0093,0.0028,0.0028,0.0034
64,4x3,likert5B,0,0,0,0.0071,0.0058,0.0098,0.0042,0.0053,0.01,0.0038,0.0037,0.0105,0.0276,0.0336,0.0196,0.004,0.0044,0.0109
64,4x3,likert5B,0,0,0,0.004,0.0066,0.016,0.0019,0.0041,0.0199,0.002,0.0065,0.0183,0.0055,0.002,0.0242,0.0017,0.0056,0.0205
64,4x3,likert5B,0,0,0,0.0099,0.0002,0.0039,0.0062,0.0008,0.003,0.0049,0.0002,0.0028,0.0085,0.0037,0.0023,0.0061,0.0005,0.0027
64,4x3,likert5B,0,0,0,0.0028,0.0019,0.006,0.0009,0.0013,0.0059,0.0003,0.0011,0.0063,0.0124,0,0.0121,0.0005,0.0011,0.0052
64,4x3,likert5B,0,0,0,0.0016,0.0005,0.0123,0.001,0.0005,0.0112,0.0012,0.0001,0.0106,0.0079,0.0021,0.0208,0.0009,0.0004,0.0106
64,4x3,likert5B,0,0,0,0.0025,0.0039,0.009,0.0016,0.0028,0.0089,0.0023,0.002,0.0079,0.0071,0.0042,0.0143,0.0018,0.0025,0.0083
64,4x3,likert5B,0,0,0,0.0145,0.0019,0.0105,0.0064,0.0039,0.0107,0.0067,0.0039,0.0123,0.0083,0.0105,0.0193,0.0078,0.0033,0.0107
64,4x3,likert5B,0,0,0,0.0026,0.0036,0.0054,0.0037,0.0026,0.0021,0.0034,0.0023,0.002,0.002,0.0086,0.0053,0.0032,0.0022,0.0021
64,4x3,likert5B,0,0,0,0.0018,0.0017,0.0054,0.0024,0.0015,0.0036,0.0027,0.0008,0.003,0.0471,0.0197,0.0229,0.0033,0.0011,0.0031
64,4x3,likert5B,0,0,0,0.0076,0.0103,0.0102,0.0065,0.0073,0.0192,0.0065,0.0056,0.0192,0.0055,0.0034,0.017,0.0061,0.0088,0.0187
64,4x3,likert5B,0,0,0,0.0023,0.0038,0.0201,0.0064,0.0006,0.0207,0.0085,0.0012,0.019,0.0043,0.0102,0.0879,0.0081,0.0008,0.0192
64,4x3,likert5B,0,0,0,0.0083,0.004,0.0149,0.0076,0.0103,0.0173,0.009,0.0086,0.0161,0.0154,0.0054,0.0243,0.008,0.0098,0.0173
64,4x3,likert5B,0,0,0,0.0078,0.0145,0.0103,0.0033,0.0125,0.0106,0.0031,0.0106,0.0105,0.0049,0.0181,0.0243,0.0038,0.0113,0.0094
64,4x3,likert5B,0,0,0,0.01,0.0013,0.0179,0.0074,0.0005,0.0119,0.0093,0.0005,0.0111,0.0109,0.0009,0.0171,0.011,0.0002,0.0118
64,4x3,likert5B,0,0,0,0.0001,0.0111,0.009,0.0002,0.0091,0.0107,0.0002,0.0122,0.01,0.0044,0.0001,0.0079,0.0003,0.0092,0.0074
64,4x3,likert5B,0,0,0,0.004,0.0007,0.0066,0.0024,0.003,0.0055,0.0031,0.0016,0.0053,0.0003,0.0617,0.0217,0.0028,0.0022,0.005
64,4x3,likert5B,0,0,0,0.0025,0.003,0.0046,0.0051,0.0049,0.0025,0.0033,0.0037,0.0019,0.0015,0.0009,0.0036,0.003,0.0035,0.0016
64,4x3,likert5B,0,0,0,0.0013,0.0002,0.0072,0.0036,0.0046,0.0077,0.0067,0.0055,0.0077,0.0218,0.0179,0.0101,0.0044,0.0049,0.0071
64,4x3,likert5B,0,0,0,0.0011,0.0025,0.0115,0.0014,0.0005,0.0131,0.0013,0.0009,0.0118,0.0028,0.0065,0.0062,0.0012,0.0009,0.0116
64,4x3,likert5B,0,0,0,0.0077,0.0049,0.0031,0.0053,0.0065,0.0032,0.0052,0.0075,0.0027,0.0144,0.0417,0.0094,0.0056,0.007,0.0025
64,4x3,likert5B,0,0,0,0.0005,0.0058,0.002,0.0029,0.0078,0.0046,0.0023,0.0129,0.0047,0.0006,0.0186,0.0296,0.0017,0.0085,0.0046
64,4x3,likert5B,0,0,0,0.0068,0.0021,0.0038,0.0088,0.0041,0.0022,0.0072,0.0049,0.0029,0.0136,0.0042,0.0062,0.0083,0.0045,0.0024
64,4x3,likert5B,0,0,0,0.0108,0.0018,0.0158,0.0033,0.0002,0.0181,0.0043,0.0005,0.0234,0.0049,0.0003,0.0227,0.0044,0.0003,0.0209
64,4x3,likert5B,0,0,0,0.0013,0.002,0.0073,0.0011,0.0034,0.0128,0.0025,0.0044,0.013,0.05,0.0488,0.0351,0.0021,0.0035,0.0122
64,4x3,likert5B,0,0,0,0.001,0.0012,0.0168,0.003,0.0065,0.0045,0.0032,0.0069,0.0058,0.0423,0.0677,0.0269,0.0023,0.0072,0.0046
64,4x3,likert5B,0,0,0,0.0114,0.0059,0.0033,0.0108,0.0003,0.0043,0.0097,0.0002,0.0062,0.0165,0.0132,0.0085,0.0107,0.0001,0.0052
64,4x3,likert5B,0,0,0,0.0065,0.0042,0.0058,0.0059,0.002,0.0046,0.0063,0.0023,0.0064,0.0084,0.0007,0.0037,0.0056,0.002,0.0045
64,4x3,likert5B,0,0,0,0.006,0.0007,0.0097,0.0069,0.0002,0.0088,0.007,0.0002,0.0086,0.0057,0.0071,0.0088,0.0072,0.0002,0.0083
64,4x3,likert5B,0,0,0,0.0022,0.0018,0.0012,0.0017,0.0039,0.0069,0.0008,0.0031,0.007,0.0041,0.0031,0.0021,0.0011,0.0034,0.0074
64,4x3,likert5B,0,0,0,0.0028,0.0033,0.0161,0.0019,0.004,0.0113,0.0017,0.0043,0.0118,0.0184,0.0136,0.016,0.0019,0.0041,0.0115
64,4x3,likert5B,0,0,0,0.0017,0.0009,0.0051,0.002,0.002,0.003,0.0018,0.0025,0.0038,0.0026,0.0001,0.0034,0.0016,0.0011,0.003
64,4x3,likert5B,0,0,0,0.0014,0.0098,0.007,0.0031,0.0166,0.0071,0.0021,0.0151,0.0081,0.0016,0.0291,0.012,0.0037,0.0146,0.0074
64,4x3,likert5B,0,0,0,0.0027,0,0.015,0.0016,0.0009,0.0193,0.0018,0.0002,0.0156,0.0028,0.0099,0.0218,0.0022,0.0003,0.0164
64,4x3,likert5B,0,0,0,0.0046,0.0004,0.0222,0.0035,0.0001,0.0235,0.0037,0.0001,0.0224,0.001,0.0001,0.0224,0.0032,0.0002,0.0243
64,4x3,likert5B,0,0,0,0.0007,0.0005,0.0075,0.0005,0,0.0118,0.0003,0.0002,0.0113,0.005,0.0046,0.0075,0.0004,0.0001,0.0118
64,4x3,likert5B,0,0,0,0.0136,0.0081,0.0075,0.0119,0.0087,0.008,0.0103,0.008,0.0074,0.0106,0.0107,0.008,0.0135,0.0069,0.0078
64,4x3,likert5B,0,0,0,0.0094,0.0003,0.0092,0.0015,0.0003,0.0066,0.0014,0.0002,0.0067,0.0056,0.0068,0.0146,0.0017,0.0003,0.008
64,4x3,likert5B,0,0,0,0.0017,0.0026,0.0038,0.0022,0.0013,0.0027,0.0014,0.0015,0.0022,0.013,0.009,0.0084,0.0021,0.0016,0.0029
64,4x3,likert5B,0,0,0,0.0016,0.004,0.0122,0.0045,0.0012,0.0081,0.0039,0.0003,0.0104,0.028,0.0001,0.0161,0.0033,0.0004,0.0111
64,4x3,likert5B,0,0,0,0.001,0.0012,0.0316,0.0005,0.0045,0.0249,0.0005,0.0018,0.025,0.001,0.0018,0.0246,0.0006,0.0026,0.0249
64,4x3,likert5B,0,0,0,0.0025,0.0009,0.0053,0.0039,0.0005,0.0062,0.0037,0.0006,0.0058,0.0033,0.0021,0.0054,0.0037,0.0009,0.0056
64,4x3,likert5B,0,0,0,0.0126,0.0032,0.0189,0.012,0.0006,0.0126,0.0139,0.0008,0.0117,0.0236,0.0051,0.0203,0.0138,0.0011,0.0113
64,4x3,likert5B,0,0,0,0.0006,0.0025,0.0141,0.0028,0.0045,0.0088,0.0027,0.0037,0.0094,0.0057,0.0008,0.0078,0.0026,0.0045,0.009
64,4x3,likert5B,0,0,0,0.0056,0.0009,0.0036,0.0025,0.0017,0.0068,0.0011,0.0009,0.0058,0.0188,0.0035,0.0126,0.0024,0.001,0.0064
64,4x3,likert5B,0,0,0,0.0019,0.0031,0.006,0.0007,0.0027,0.0038,0.0009,0.0026,0.0038,0.0041,0.0136,0.0067,0.0006,0.0027,0.0065
64,4x3,likert5B,0,0,0,0.0118,0.0002,0.0085,0.0105,0.0028,0.0053,0.0119,0.0036,0.0044,0.0227,0.0103,0.0373,0.011,0.0036,0.0062
64,4x3,likert5B,0,0,0,0.0058,0.004,0.0016,0.0031,0.0058,0.0047,0.0039,0.0055,0.0045,0.0068,0.0017,0.0124,0.0039,0.006,0.003
64,4x3,likert5B,0,0,0,0.0013,0.0002,0.0242,0.001,0.0018,0.0168,0.0013,0.0025,0.0159,0.0069,0.0031,0.0153,0.0014,0.002,0.0171
64,4x3,likert5B,0,0,0,0.0148,0.0033,0.0027,0.0118,0.0033,0.0047,0.0106,0.0033,0.0044,0.018,0.0116,0.014,0.0125,0.0039,0.005
64,4x3,likert5B,0,0,0,0.0005,0.0028,0.0078,0.0004,0.001,0.0147,0.0016,0.0021,0.0079,0.0036,0.0035,0.0055,0.0006,0.0013,0.0086
64,4x3,likert5B,0,0,0,0.0047,0.0003,0.025,0.0064,0.0031,0.0095,0.0068,0.0029,0.011,0.0084,0.0027,0.0159,0.0081,0.0016,0.0125
64,4x3,likert5B,0,0,0,0.0042,0.0027,0.0027,0.0019,0.006,0.0105,0.0019,0.0067,0.0095,0.0186,0.0127,0.022,0.0016,0.0066,0.0105
64,4x3,likert5B,0,0,0,0.0021,0.0054,0.0114,0.0009,0.0048,0.0184,0.0012,0.0066,0.0169,0.0064,0.0053,0.019,0.0013,0.0065,0.0176
64,4x3,likert5B,0,0,0,0.0029,0.0015,0.0131,0.0019,0.0028,0.0112,0.0022,0.0028,0.0108,0.0037,0.0058,0.0107,0.0027,0.0023,0.0118
64,4x3,likert5B,0,0,0,0.0057,0.0009,0.0057,0.0053,0.0017,0.009,0.0076,0.0007,0.0059,0.0192,0.001,0.0121,0.0065,0.0009,0.0071
128,4x3,likert5B,0,0,0,0.0042,0.001,0.0086,0.0047,0.0011,0.0045,0.005,0.001,0.0043,0.017,0.0013,0.0063,0.005,0.0013,0.004
128,4x3,likert5B,0,0,0,0.0009,0.0002,0.0062,0.0005,0.0016,0.0034,0.0007,0.0018,0.0033,0.005,0.0103,0.0113,0.0006,0.0015,0.0035
128,4x3,likert5B,0,0,0,0.0009,0.0042,0.0026,0.0017,0.0017,0.0025,0.0016,0.0016,0.0025,0.0018,0.001,0.0052,0.0018,0.0017,0.0023
128,4x3,likert5B,0,0,0,0.0051,0.0005,0.002,0.001,0.0003,0.004,0.0015,0,0.003,0.0012,0.007,0.0098,0.0012,0,0.0033
128,4x3,likert5B,0,0,0,0.0008,0,0.0033,0.0013,0.0004,0.0046,0.001,0.0003,0.0045,0.0021,0.0019,0.0085,0.0011,0.0003,0.0044
128,4x3,likert5B,0,0,0,0.0003,0.0041,0.0011,0.001,0.0013,0.0023,0.0006,0.0009,0.0029,0.0204,0.0432,0.0167,0.0007,0.001,0.0025
128,4x3,likert5B,0,0,0,0.0058,0.0006,0.0065,0.0025,0.0009,0.004,0.0007,0.0009,0.0032,0.0023,0.0079,0.0104,0.0025,0.0009,0.0034
128,4x3,likert5B,0,0,0,0.0007,0.0017,0.0033,0.0005,0.0017,0.0044,0.0008,0.0021,0.0044,0.0313,0.0018,0.0135,0.0009,0.002,0.0052
128,4x3,likert5B,0,0,0,0.0003,0.0043,0.0016,0.0018,0.0026,0.0043,0.0011,0.0017,0.0042,0.0005,0.0538,0.026,0.0012,0.002,0.0037
128,4x3,likert5B,0,0,0,0.0048,0.0008,0.0029,0.0012,0.001,0.0045,0.0013,0.001,0.0045,0.0023,0.004,0.0064,0.0024,0.0012,0.0039
128,4x3,likert5B,0,0,0,0.0048,0.0009,0.006,0.0061,0.0001,0.0051,0.0058,0.0008,0.0055,0.0237,0.0001,0.0046,0.0064,0.0001,0.005
128,4x3,likert5B,0,0,0,0.0009,0.0002,0.0047,0.0006,0.0004,0.0013,0.0007,0,0.004,0.0087,0.0002,0.0188,0.0006,0.0001,0.0023
128,4x3,likert5B,0,0,0,0.0013,0.0018,0.002,0.0009,0.0007,0.0039,0.0006,0.0005,0.0049,0.0033,0.0008,0.0091,0.0008,0.0007,0.0038
128,4x3,likert5B,0,0,0,0.0028,0.0016,0.0051,0.0063,0.0004,0.005,0.0071,0.0005,0.0055,0.0052,0.0177,0.0154,0.0056,0.0004,0.0039
128,4x3,likert5B,0,0,0,0.0008,0.0002,0.002,0.0014,0.0001,0.0022,0.0013,0,0.002,0.0074,0.0016,0.0072,0.0015,0.0001,0.0021
128,4x3,likert5B,0,0,0,0.0017,0.0003,0.0024,0.0016,0.0009,0.0025,0.0019,0.0005,0.0017,0.0479,0.0118,0.0097,0.0014,0.0007,0.0024
128,4x3,likert5B,0,0,0,0.0017,0.0031,0.0057,0.0007,0.0028,0.0057,0.0011,0.0005,0.0028,0.006,0.0002,0.0067,0.0008,0.0012,0.0037
128,4x3,likert5B,0,0,0,0.0002,0.0004,0.0072,0.0016,0.0001,0.0042,0.0007,0.0005,0.0072,0.0317,0.0003,0.0085,0.0013,0.0003,0.0059
128,4x3,likert5B,0,0,0,0.0078,0.0015,0.0025,0.0068,0.0005,0.003,0.007,0.0004,0.0026,0.0064,0.0011,0.0063,0.0066,0.0012,0.0028
128,4x3,likert5B,0,0,0,0.0004,0.0008,0.0011,0,0.0014,0.0019,0.0001,0.002,0.0025,0.02,0.0041,0.0019,0.0001,0.0016,0.0019
128,4x3,likert5B,0,0,0,0.0012,0.0019,0.0044,0.0008,0.0009,0.0029,0.0006,0.0019,0.0028,0.012,0.0057,0.0064,0.0006,0.0013,0.003
128,4x3,likert5B,0,0,0,0.0016,0.0035,0.0055,0.0022,0.0037,0.0045,0.0027,0.0042,0.0043,0.003,0.0025,0.0095,0.0023,0.0043,0.0043
128,4x3,likert5B,0,0,0,0.0024,0.0005,0.0025,0.0045,0.0004,0.0038,0.0043,0.0005,0.0037,0.0041,0.006,0.0078,0.0042,0.0005,0.0037
128,4x3,likert5B,0,0,0,0.0034,0.0002,0.0064,0.0004,0.0014,0.0036,0.0004,0.0014,0.003,0.0726,0.0151,0.0146,0.0004,0.0014,0.0032
128,4x3,likert5B,0,0,0,0.0006,0,0.0063,0.0005,0.0008,0.0069,0.0006,0.0012,0.0078,0.0117,0.007,0.0126,0.0013,0.0007,0.0075
128,4x3,likert5B,0,0,0,0.0015,0.0004,0.0021,0.0017,0.0001,0.0017,0.0008,0.0001,0.0027,0.01,0.003,0.0052,0.001,0,0.0023
128,4x3,likert5B,0,0,0,0.0003,0.0024,0.005,0.0023,0.0022,0.0045,0.002,0.0028,0.0035,0.0021,0.0059,0.0058,0.0023,0.0018,0.0044
128,4x3,likert5B,0,0,0,0.001,0.0008,0.008,0.0004,0.0005,0.0067,0.0004,0.0009,0.0066,0.0026,0.0001,0.0122,0.0004,0.0007,0.0064
128,4x3,likert5B,0,0,0,0.0007,0.0005,0.0031,0.0007,0.0011,0.0031,0.0006,0.001,0.003,0.0001,0.0003,0.0067,0.0009,0.0012,0.0029
128,4x3,likert5B,0,0,0,0.0031,0.0002,0.0034,0.003,0.0004,0.0047,0.0028,0.0005,0.0031,0.0039,0.0008,0.0052,0.0035,0.0003,0.0045
128,4x3,likert5B,0,0,0,0.001,0.0011,0.0015,0.002,0.0002,0.0021,0.0021,0.0004,0.0013,0.0069,0.0055,0.0082,0.0021,0.0002,0.0016
128,4x3,likert5B,0,0,0,0.0019,0.0009,0.0066,0.0036,0.0008,0.0048,0.0047,0.0005,0.0048,0.0032,0.0195,0.0071,0.0038,0.0009,0.0045
