n,design,distr,effectX1,effectX2,effectX1X2,X1,X2,X1X2,parX1,parX2,parX1X2,rnkX1,rnkX2,rnkX1X2,artX1,artX2,artX1X2,intX1,intX2,intX1X2
16,4x3,likert5B,1,0,0,0.2096,0.0047,0.0256,0.1031,0.0094,0.0216,0.1294,0.0179,0.0235,0.0958,0.0189,0.0216,0.1309,0.0162,0.0228
16,4x3,likert5B,1,0,0,0.1373,0.0017,0.0258,0.1242,0.0025,0.0246,0.106,0.0048,0.0316,0.0956,0.0208,0.0301,0.1169,0.0034,0.0309
16,4x3,likert5B,1,0,0,0.2046,0.0033,0.0296,0.1242,0.0051,0.0464,0.1341,0.0077,0.0405,0.148,0.0513,0.0822,0.1311,0.0056,0.0435
16,4x3,likert5B,1,0,0,0.2143,0.0091,0.0144,0.1837,0.0135,0.0143,0.1924,0.0174,0.0109,0.1717,0.0103,0.0096,0.2044,0.0146,0.0148
16,4x3,likert5B,1,0,0,0.1178,0.0139,0.0287,0.0376,0.0435,0.0128,0.0557,0.0318,0.0124,0.0417,0.007,0.0234,0.0484,0.0384,0.0118
16,4x3,likert5B,1,0,0,0.1408,0.0134,0.0725,0.1034,0.005,0.0606,0.0967,0.0043,0.0535,0.0823,0.0038,0.0565,0.1011,0.0048,0.0576
16,4x3,likert5B,1,0,0,0.094,0.0106,0.0479,0.0928,0.0073,0.0636,0.1007,0.0143,0.0589,0.122,0.0168,0.0519,0.0948,0.0085,0.0495
16,4x3,likert5B,1,0,0,0.2502,0.0046,0.036,0.1663,0.0045,0.0282,0.1616,0.005,0.0261,0.1579,0.0132,0.0416,0.1704,0.0058,0.0285
16,4x3,likert5B,1,0,0,0.1845,0.0141,0.058,0.1188,0.0195,0.0113,0.141,0.0101,0.0324,0.1524,0.013,0.0359,0.142,0.0128,0.0257
16,4x3,likert5B,1,0,0,0.1335,0.0013,0.0547,0.1165,0.0032,0.0543,0.1218,0.0006,0.0576,0.1358,0.0005,0.0529,0.126,0.0008,0.0567
16,4x3,likert5B,1,0,0,0.1313,0.0057,0.03,0.1334,0.0006,0.0366,0.1309,0.0012,0.0366,0.1397,0.0006,0.0344,0.1377,0.0031,0.0345
16,4x3,likert5B,1,0,0,0.1854,0.0148,0.0186,0.1347,0.026,0.0126,0.1369,0.0275,0.0155,0.1528,0.0378,0.0168,0.1392,0.0277,0.016
16,4x3,likert5B,1,0,0,0.1596,0.0315,0.0483,0.0799,0.0089,0.0427,0.0958,0.005,0.0274,0.1323,0.0174,0.0252,0.0963,0.0058,0.0287
16,4x3,likert5B,1,0,0,0.2205,0.0109,0.0285,0.2144,0.0078,0.0285,0.2409,0.0057,0.0279,0.2627,0.018,0.0219,0.2373,0.0082,0.0305
16,4x3,likert5B,1,0,0,0.0868,0.0141,0.0089,0.0794,0.0022,0.0126,0.0737,0.0056,0.0178,0.1323,0.011,0.0208,0.0804,0.0041,0.0145
16,4x3,likert5B,1,0,0,0.174,0.0209,0.0297,0.1102,0.0206,0.0451,0.1067,0.0286,0.0337,0.1099,0.0245,0.0441,0.1143,0.0273,0.0394
16,4x3,likert5B,1,0,0,0.2294,0.0023,0.0904,0.1928,0.0053,0.09,0.1981,0.0046,0.0948,0.1958,0.0005,0.0991,0.1819,0.0053,0.0923
16,4x3,likert5B,1,0,0,0.2142,0.0042,0.0289,0.1338,0.0062,0.0655,0.1333,0.005,0.0722,0.0733,0.0154,0.0547,0.1334,0.0064,0.0683
16,4x3,likert5B,1,0,0,0.167,0.0142,0.0523,0.0989,0.0066,0.0589,0.0905,0.0131,0.0394,0.0936,0.0051,0.0365,0.0982,0.0112,0.043
16,4x3,likert5B,1,0,0,0.1476,0.0196,0.0531,0.1308,0.0236,0.0558,0.1164,0.0149,0.046,0.174,0.0407,0.0631,0.1318,0.0241,0.0553
16,4x3,likert5B,1,0,0,0.129,0.0091,0.0294,0.1395,0.0062,0.0334,0.1434,0.0118,0.032,0.1299,0.009,0.0419,0.12,0.0114,0.0301
16,4x3,likert5B,1,0,0,0.2242,0.0101,0.0746,0.2008,0.0045,0.0724,0.1981,0.0174,0.0802,0.1798,0.0058,0.0852,0.2039,0.0083,0.074
16,4x3,likert5B,1,0,0,0.1591,0.0067,0.0487,0.0795,0.0267,0.0906,0.0937,0.0205,0.0725,0.0932,0.0074,0.088,0.0973,0.0238,0.0715
16,4x3,likert5B,1,0,0,0.1912,0.0097,0.0472,0.1453,0.0275,0.0549,0.1486,0.0238,0.0599,0.1468,0.0273,0.0443,0.1445,0.0282,0.0554
16,4x3,likert5B,1,0,0,0.1117,0.0093,0.0119,0.1411,0.0173,0.0201,0.1191,0.0181,0.0263,0.1075,0.0956,0.0662,0.1263,0.017,0.0253
16,4x3,likert5B,1,0,0,0.1408,0.0225,0.0535,0.0566,0.0202,0.0481,0.0555,0.0189,0.0532,0.0397,0.0284,0.0481,0.0551,0.0264,0.0345
16,4x3,likert5B,1,0,0,0.1656,0.0184,0.054,0.095,0.007,0.0457,0.0907,0.0056,0.0425,0.0885,0.0008,0.0376,0.0957,0.0053,0.046
16,4x3,likert5B,1,0,0,0.2019,0.0244,0.0222,0.2007,0.0203,0.0255,0.1786,0.0283,0.025,0.1656,0.0412,0.0268,0.1749,0.0301,0.0266
16,4x3,likert5B,1,0,0,0.154,0.0017,0.0136,0.0881,0.0134,0.0191,0.0857,0.0113,0.0244,0.0463,0.0013,0.0531,0.0905,0.0126,0.0228
16,4x3,likert5B,1,0,0,0.2517,0.0021,0.0824,0.2021,0.007,0.0608,0.195,0.0089,0.0523,0.1771,0.0165,0.0842,0.2009,0.0107,0.0552
16,4x3,likert5B,1,0,0,0.1998,0.015,0.0179,0.1697,0.0111,0.0088,0.1752,0.0121,0.0098,0.205,0.0087,0.0069,0.1722,0.0116,0.0107
16,4x3,likert5B,1,0,0,0.1592,0.0008,0.0249,0.1379,0.0108,0.0208,0.148,0.0159,0.0148,0.106,0.0082,0.0176,0.1564,0.0102,0.021
16,4x3,likert5B,1,0,0,0.2494,0.0023,0.0247,0.2214,0.0056,0.0657,0.2631,0.0054,0.0698,0.2516,0.0057,0.0383,0.2422,0.005,0.0736
16,4x3,likert5B,1,0,0,0.1799,0.0001,0.0174,0.1073,0.0008,0.0337,0.1231,0.0001,0.039,0.0817,0.0062,0.0248,0.1202,0.0007,0.0296
16,4x3,likert5B,1,0,0,0.2137,0.0224,0.0468,0.1377,0.0178,0.036,0.153,0.0198,0.0251,0.1169,0.0232,0.03,0.1353,0.0171,0.0325
16,4x3,likert5B,1,0,0,0.1213,0.004,0.0446,0.0887,0.0078,0.0523,0.1098,0.0046,0.0781,0.0985,0.0037,0.0652,0.1033,0.006,0.0672
16,4x3,likert5B,1,0,0,0.1565,0.0061,0.0385,0.1087,0.0117,0.0474,0.1215,0.0085,0.0469,0.085,0.0289,0.0572,0.1173,0.0095,0.0413
16,4x3,likert5B,1,0,0,0.2264,0.0025,0.0299,0.179,0.0116,0.0298,0.1732,0.0101,0.0263,0.2118,0.0273,0.0328,0.1818,0.0109,0.0216
16,4x3,likert5B,1,0,0,0.1425,0.0092,0.0322,0.0862,0.0022,0.0225,0.1069,0.0105,0.0265,0.1013,0.0264,0.0402,0.1094,0.0104,0.0246
16,4x3,likert5B,1,0,0,0.1232,0.0041,0.0677,0.1363,0.0063,0.0376,0.1012,0.0052,0.0427,0.0976,0.0309,0.0758,0.1197,0.0039,0.043
16,4x3,likert5B,1,0,0,0.078,0.0054,0.0164,0.1048,0.0057,0.0204,0.1117,0.0037,0.0182,0.1074,0.0128,0.0247,0.1061,0.0044,0.0221
16,4x3,likert5B,1,0,0,0.2171,0.0061,0.0281,0.1641,0.0116,0.0156,0.1703,0.0048,0.0127,0.147,0.0011,0.0113,0.1571,0.0019,0.0091
16,4x3,likert5B,1,0,0,0.0904,0.0166,0.0354,0.0732,0.0097,0.0199,0.0746,0.0079,0.0219,0.0957,0.0225,0.0179,0.0726,0.0096,0.0187
16,4x3,likert5B,1,0,0,0.0905,0.0363,0.0429,0.0235,0.0053,0.0117,0.0498,0.0064,0.0209,0.0578,0.1103,0.0892,0.0414,0.0068,0.0161
16,4x3,likert5B,1,0,0,0.174,0.0025,0.0168,0.1201,0.0026,0.027,0.1176,0.0033,0.0236,0.1327,0.0138,0.0196,0.1386,0.0012,0.0287
16,4x3,likert5B,1,0,0,0.213,0.0012,0.0302,0.0964,0.0033,0.03,0.0953,0.0077,0.0469,0.11,0.0122,0.0555,0.0988,0.0052,0.0405
16,4x3,likert5B,1,0,0,0.1337,0.0186,0.0141,0.1096,0.0172,0.0278,0.1075,0.0147,0.0225,0.0873,0.0379,0.0474,0.1147,0.0176,0.0209
16,4x3,likert5B,1,0,0,0.1551,0.0237,0.0092,0.0949,0.0183,0.0213,0.0813,0.0211,0.0199,0.074,0.0631,0.0589,0.0767,0.0185,0.0224
16,4x3,likert5B,1,0,0,0.1753,0.0014,0.061,0.1425,0.0023,0.0442,0.1423,0.0022,0.0423,0.1371,0.0044,0.0363,0.147,0.0016,0.042
16,4x3,likert5B,1,0,0,0.1257,0.0081,0.0297,0.0682,0.0058,0.0274,0.0587,0.006,0.0241,0.0565,0.0029,0.0212,0.0685,0.0028,0.0283
16,4x3,likert5B,1,0,0,0.2112,0.0279,0.0086,0.1877,0.0331,0.0131,0.1812,0.0361,0.0116,0.185,0.0664,0.0182,0.1881,0.0349,0.0103
16,4x3,likert5B,1,0,0,0.102,0.0045,0.028,0.0364,0.0039,0.0234,0.048,0.0028,0.0175,0.027,0.0021,0.0344,0.042,0.0031,0.0202
16,4x3,likert5B,1,0,0,0.1253,0.0086,0.0251,0.0826,0.0009,0.0217,0.0715,0.0005,0.0278,0.0743,0.0009,0.0274,0.0767,0.0012,0.0216
16,4x3,likert5B,1,0,0,0.1864,0.0472,0.0399,0.1404,0.0238,0.0232,0.1607,0.0239,0.019,0.1306,0.0256,0.0203,0.1502,0.0252,0.0196
16,4x3,likert5B,1,0,0,0.1109,0.0031,0.0116,0.0931,0.0053,0.0256,0.0974,0.0114,0.0233,0.1197,0.0097,0.0248,0.0976,0.0059,0.0274
16,4x3,likert5B,1,0,0,0.1545,0.0134,0.0213,0.1107,0.0073,0.0111,0.1081,0.0082,0.0115,0.1114,0.0076,0.0099,0.1125,0.0058,0.0104
16,4x3,likert5B,1,0,0,0.1339,0.0792,0.0513,0.0995,0.0513,0.0459,0.1049,0.0569,0.0417,0.1034,0.0678,0.0661,0.0975,0.0499,0.0464
16,4x3,likert5B,1,0,0,0.129,0.0454,0.026,0.1353,0.0295,0.0295,0.1263,0.0322,0.0297,0.0853,0.0269,0.0452,0.1449,0.0393,0.0331
16,4x3,likert5B,1,0,0,0.0863,0.0033,0.0308,0.0925,0.0012,0.0221,0.0851,0.0034,0.014,0.0747,0.006,0.0109,0.0925,0.0021,0.016
16,4x3,likert5B,1,0,0,0.2128,0.0177,0.0635,0.1497,0.015,0.0514,0.1518,0.011,0.0412,0.256,0.0718,0.077,0.1688,0.0125,0.0503
16,4x3,likert5B,1,0,0,0.184,0.0143,0.0345,0.105,0.0066,0.0214,0.1031,0.0121,0.0272,0.1287,0.0009,0.0538,0.111,0.0113,0.0296
16,4x3,likert5B,1,0,0,0.1316,0.0155,0.0273,0.1224,0.023,0.0342,0.1176,0.0226,0.0361,0.1162,0.0365,0.0463,0.1187,0.0251,0.0383
16,4x3,likert5B,1,0,0,0.1587,0.0036,0.0192,0.0807,0.0205,0.0262,0.0845,0.0191,0.0356,0.1163,0.0345,0.0327,0.0777,0.0243,0.0354
16,4x3,likert5B,1,0,0,0.137,0.0018,0.0534,0.1041,0.0013,0.0505,0.0895,0.006,0.046,0.0969,0.0044,0.0359,0.0813,0.0023,0.0473
16,4x3,likert5B,1,0,0,0.1429,0.0384,0.0819,0.113,0.0389,0.0959,0.0846,0.0258,0.0775,0.1613,0.091,0.1216,0.1064,0.0293,0.0826
16,4x3,likert5B,1,0,0,0.0826,0,0.0358,0.0552,0.0148,0.0284,0.0367,0.0126,0.0325,0.1213,0.0603,0.1009,0.0469,0.0134,0.0283
16,4x3,likert5B,1,0,0,0.0759,0.0014,0.0183,0.0268,0.0092,0.0229,0.0393,0.0078,0.0204,0.0403,0.0043,0.0104,0.0364,0.0108,0.0224
16,4x3,likert5B,1,0,0,0.1278,0.0136,0.0097,0.048,0.0017,0.0195,0.0733,0.001,0.0084,0.0496,0.0164,0.0104,0.0663,0.0005,0.0081
16,4x3,likert5B,1,0,0,0.1842,0.0042,0.0281,0.1575,0.0041,0.0422,0.1849,0.0077,0.0341,0.1646,0.0074,0.0323,0.1535,0.0079,0.0388
16,4x3,likert5B,1,0,0,0.1913,0.0504,0.0388,0.1602,0.0525,0.0393,0.1456,0.0509,0.0349,0.1772,0.0522,0.0513,0.1352,0.0491,0.0395
16,4x3,likert5B,1,0,0,0.1008,0.0088,0.0604,0.0679,0.0072,0.0615,0.0631,0.0084,0.0601,0.0448,0.0108,0.0612,0.0625,0.0103,0.0617
16,4x3,likert5B,1,0,0,0.1026,0.0126,0.0238,0.0592,0.0046,0.0095,0.0392,0.0025,0.0136,0.06,0.0093,0.0129,0.0487,0.0032,0.01
16,4x3,likert5B,1,0,0,0.1344,0.0105,0.0188,0.0775,0.0169,0.0339,0.0956,0.019,0.0296,0.078,0.0161,0.0336,0.086,0.0178,0.0317
16,4x3,likert5B,1,0,0,0.1747,0.0256,0.0816,0.0963,0.0159,0.069,0.1229,0.0183,0.078,0.0965,0.0201,0.0664,0.1159,0.0175,0.0773
16,4x3,likert5B,1,0,0,0.1339,0.0045,0.0198,0.0897,0.0001,0.0138,0.0774,0.0011,0.0175,0.0759,0.0035,0.0178,0.0835,0,0.0164
16,4x3,likert5B,1,0,0,0.1206,0.0022,0.0569,0.0932,0.0001,0.0582,0.09,0.0001,0.0679,0.0389,0.0013,0.0679,0.0898,0.0002,0.0693
16,4x3,likert5B,1,0,0,0.1036,0.0051,0.0084,0.1031,0.0013,0.0099,0.1034,0.003,0.0178,0.0882,0.0045,0.0163,0.1051,0.0018,0.0121
16,4x3,likert5B,1,0,0,0.139,0.0022,0.0355,0.109,0.0087,0.0256,0.1078,0.0067,0.021,0.1183,0.0082,0.0249,0.1126,0.008,0.0235
16,4x3,likert5B,1,0,0,0.2686,0.001,0.0181,0.1906,0.0014,0.0189,0.1754,0.0018,0.0181,0.1571,0.01,0.0215,0.2009,0.0013,0.0176
16,4x3,likert5B,1,0,0,0.2939,0.0011,0.0304,0.2502,0.0032,0.0193,0.2691,0.0009,0.0274,0.2503,0.0084,0.0235,0.2614,0.0026,0.0222
16,4x3,likert5B,1,0,0,0.2166,0.0478,0.0063,0.1372,0.0273,0.0153,0.1572,0.0348,0.0137,0.1557,0.0213,0.0238,0.1551,0.0419,0.0138
16,4x3,likert5B,1,0,0,0.2808,0.0085,0.0328,0.1884,0.0055,0.0326,0.2097,0.006,0.0276,0.2162,0.0018,0.0188,0.1898,0.0053,0.0317
16,4x3,likert5B,1,0,0,0.123,0.0146,0.0254,0.1582,0.0112,0.0275,0.1402,0.0121,0.0324,0.1112,0.0174,0.0283,0.15,0.0128,0.0303
16,4x3,likert5B,1,0,0,0.0795,0.002,0.0299,0.0625,0.0034,0.0456,0.0659,0.0029,0.0436,0.071,0.0057,0.0461,0.0604,0.0035,0.0477
16,4x3,likert5B,1,0,0,0.2109,0.0063,0.0405,0.1263,0.0003,0.0469,0.1557,0.0014,0.0485,0.1334,0.0006,0.0479,0.1512,0.002,0.0389
16,4x3,likert5B,1,0,0,0.2138,0.0017,0.0573,0.1522,0.0008,0.0379,0.1506,0.001,0.0384,0.144,0.0001,0.0386,0.1542,0.0005,0.0406
16,4x3,likert5B,1,0,0,0.1486,0.0091,0.0415,0.1449,0.0084,0.0689,0.1201,0.0048,0.0659,0.16,0.0192,0.0667,0.1365,0.0073,0.0648
16,4x3,likert5B,1,0,0,0.1793,0.0088,0.0191,0.0791,0.0183,0.0058,0.0998,0.0145,0.0051,0.1123,0.0115,0.0295,0.1027,0.0136,0.0042
16,4x3,likert5B,1,0,0,0.1519,0.0228,0.0214,0.0768,0.0161,0.018,0.0438,0.0117,0.0348,0.0114,0.0783,0.1665,0.0425,0.009,0.0273
16,4x3,likert5B,1,0,0,0.2392,0.0069,0.1316,0.1285,0.0039,0.0559,0.1322,0.0044,0.0598,0.1403,0.012,0.0688,0.1344,0.004,0.0594
16,4x3,likert5B,1,0,0,0.1943,0.0221,0.0321,0.1346,0.0143,0.0478,0.1362,0.0245,0.0363,0.1667,0.037,0.0288,0.1447,0.0221,0.0379
16,4x3,likert5B,1,0,0,0.2473,0.016,0.0424,0.1871,0.0088,0.0472,0.2008,0.0088,0.0557,0.1822,0.0103,0.0577,0.2038,0.0127,0.0592
16,4x3,likert5B,1,0,0,0.1412,0.0031,0.0653,0.0933,0.0048,0.0514,0.0853,0.0032,0.0485,0.1154,0.0054,0.0501,0.0945,0.0039,0.0621
16,4x3,likert5B,1,0,0,0.2362,0.0092,0.0255,0.1701,0.0114,0.0378,0.1585,0.0063,0.0387,0.1469,0.0083,0.0595,0.1682,0.0108,0.0381
16,4x3,likert5B,1,0,0,0.272,0.0081,0.0925,0.2167,0.0244,0.0827,0.2199,0.0251,0.0877,0.2283,0.0309,0.0917,0.2405,0.0297,0.1024
16,4x3,likert5B,1,0,0,0.1233,0.0206,0.0105,0.0939,0.0237,0.0112,0.1171,0.0048,0.0109,0.1491,0.0085,0.0157,0.115,0.0138,0.0144
16,4x3,likert5B,1,0,0,0.147,0.0105,0.0239,0.0783,0.0136,0.0146,0.1227,0.0189,0.0222,0.1384,0.0535,0.0278,0.116,0.0185,0.0193
16,4x3,likert5B,1,0,0,0.1732,0.0007,0.033,0.0986,0.0001,0.0438,0.0727,0.001,0.0449,0.0633,0.0023,0.0344,0.0798,0.0006,0.0464
16,4x3,likert5B,1,0,0,0.1827,0.013,0.0327,0.1226,0.0079,0.0265,0.1307,0.0076,0.0235,0.1015,0.0102,0.0252,0.1272,0.0094,0.0224
16,4x3,likert5B,1,0,0,0.1776,0.0032,0.0475,0.0868,0.0062,0.0426,0.0903,0.0056,0.0339,0.0543,0.0347,0.0393,0.0907,0.0055,0.0374
16,4x3,likert5B,1,0,0,0.2227,0.0193,0.0325,0.1426,0.009,0.0311,0.151,0.0094,0.0313,0.1477,0.007,0.0402,0.1555,0.0088,0.0276
16,4x3,likert5B,1,0,0,0.1088,0.0185,0.0278,0.0554,0.0389,0.0219,0.0798,0.0292,0.0243,0.0832,0.0594,0.0626,0.0658,0.0395,0.0265
16,4x3,likert5B,1,0,0,0.1823,0.006,0.0547,0.0674,0.0043,0.0318,0.0695,0.0027,0.0226,0.0825,0.0059,0.0402,0.0707,0.0036,0.0301
16,4x3,likert5B,1,0,0,0.2274,0.0353,0.0357,0.1888,0.0423,0.0524,0.1387,0.042,0.0722,0.1633,0.0413,0.0868,0.1524,0.0347,0.0602
16,4x3,likert5B,1,0,0,0.0642,0.0141,0.0591,0.0173,0.0068,0.0309,0.0434,0.0036,0.0264,0.135,0.0195,0.0743,0.048,0.0053,0.0198
16,4x3,likert5B,1,0,0,0.1514,0.0367,0.0751,0.097,0.0406,0.0586,0.1042,0.0314,0.0727,0.0925,0.0416,0.0784,0.1128,0.0389,0.0695
16,4x3,likert5B,1,0,0,0.2355,0.0023,0.0443,0.1614,0.0036,0.0293,0.1825,0.0023,0.0214,0.1639,0.009,0.0225,0.192,0.0015,0.0219
16,4x3,likert5B,1,0,0,0.226,0.0179,0.0161,0.1333,0.0384,0.0279,0.1612,0.0337,0.0286,0.1564,0.0108,0.0197,0.1671,0.0315,0.026
16,4x3,likert5B,1,0,0,0.0625,0.0202,0.0188,0.0337,0.0282,0.0286,0.031,0.0302,0.0285,0.0432,0.0342,0.0734,0.0353,0.027,0.0288
16,4x3,likert5B,1,0,0,0.0682,0.0043,0.0264,0.0617,0.0032,0.0364,0.0611,0.0032,0.0336,0.0672,0.0029,0.0373,0.0665,0.0033,0.039
16,4x3,likert5B,1,0,0,0.256,0.0064,0.0173,0.1101,0.0009,0.016,0.1594,0.0049,0.0132,0.1515,0.0026,0.0155,0.1591,0.0015,0.0142
16,4x3,likert5B,1,0,0,0.0744,0.0196,0.0592,0.0616,0.0048,0.0553,0.0698,0.0019,0.0523,0.0603,0.0067,0.0453,0.0669,0.0026,0.0592
16,4x3,likert5B,1,0,0,0.1011,0.0015,0.0187,0.0672,0.0042,0.0164,0.076,0.006,0.0075,0.0685,0.01,0.0113,0.071,0.0032,0.0132
16,4x3,likert5B,1,0,0,0.1384,0.0197,0.0126,0.0937,0.0114,0.0145,0.1015,0.0165,0.0101,0.0649,0.0033,0.0297,0.0982,0.0143,0.0074
16,4x3,likert5B,1,0,0,0.1767,0.0145,0.0318,0.1312,0.014,0.0527,0.1435,0.0134,0.0508,0.1454,0.0305,0.0615,0.1411,0.0144,0.0516
16,4x3,likert5B,1,0,0,0.2361,0.0121,0.0413,0.1853,0.0052,0.0279,0.1987,0.0038,0.0283,0.1749,0.0035,0.0305,0.198,0.0052,0.03
16,4x3,likert5B,1,0,0,0.1178,0.0166,0.0193,0.068,0.0131,0.0416,0.0672,0.0137,0.0392,0.0771,0.022,0.0294,0.0702,0.013,0.0388
16,4x3,likert5B,1,0,0,0.1406,0.0185,0.0657,0.1321,0.0321,0.0428,0.1384,0.034,0.0469,0.1252,0.0285,0.0557,0.1488,0.0324,0.0502
16,4x3,likert5B,1,0,0,0.1552,0.0046,0.0236,0.2406,0.0137,0.031,0.2301,0.0117,0.0526,0.2163,0.0279,0.0586,0.2457,0.012,0.0381
16,4x3,likert5B,1,0,0,0.2432,0.0353,0.038,0.1407,0.0136,0.0133,0.1428,0.0082,0.0251,0.1391,0.0069,0.0105,0.148,0.009,0.0216
16,4x3,likert5B,1,0,0,0.1167,0.0007,0.0357,0.0642,0.0024,0.0372,0.0554,0.0054,0.0355,0.0467,0.0074,0.0135,0.0616,0.0045,0.0371
16,4x3,likert5B,1,0,0,0.0908,0.0023,0.0126,0.1001,0.0507,0.0061,0.1127,0.0572,0.003,0.0329,0.0587,0.0384,0.1076,0.0538,0.0028
16,4x3,likert5B,1,0,0,0.0916,0.0001,0.0476,0.1222,0.0019,0.0377,0.1124,0.0088,0.035,0.1049,0.0128,0.0314,0.1258,0.0018,0.0379
16,4x3,likert5B,1,0,0,0.1306,0.0131,0.0155,0.0626,0.0349,0.0036,0.0793,0.0386,0.0019,0.0549,0.0344,0.0156,0.0761,0.0316,0.002
16,4x3,likert5B,1,0,0,0.1411,0.0058,0.0349,0.0745,0.0089,0.0173,0.1027,0.0032,0.0129,0.1264,0.0008,0.0102,0.0968,0.0053,0.0158
16,4x3,likert5B,1,0,0,0.1552,0.0073,0.0211,0.097,0.0077,0.0209,0.0968,0.0026,0.0354,0.0485,0.0001,0.0597,0.0956,0.0042,0.0292
16,4x3,likert5B,1,0,0,0.1583,0.0054,0.0476,0.0819,0.0005,0.0362,0.0786,0.0008,0.0384,0.115,0.0121,0.0454,0.0869,0.0001,0.0377
16,4x3,likert5B,1,0,0,0.2788,0.0034,0.0154,0.2602,0.0007,0.0364,0.2442,0.0017,0.0395,0.2887,0.0027,0.0374,0.2556,0.0009,0.0341
16,4x3,likert5B,1,0,0,0.1465,0.0211,0.0182,0.0928,0.0108,0.0229,0.0889,0.0112,0.0224,0.0735,0.0146,0.0235,0.092,0.0099,0.0179
16,4x3,likert5B,1,0,0,0.1575,0.0054,0.0469,0.0865,0.0048,0.0584,0.0799,0.0079,0.0636,0.0828,0.0133,0.061,0.0858,0.0043,0.0604
16,4x3,likert5B,1,0,0,0.2023,0.0062,0.0452,0.1968,0.0129,0.0429,0.2245,0.0155,0.0601,0.2313,0.0158,0.0528,0.2233,0.0149,0.0533
16,4x3,likert5B,1,0,0,0.2174,0.0013,0.064,0.1439,0.0028,0.0595,0.1237,0.0017,0.0638,0.1364,0.0017,0.0559,0.1392,0.0029,0.0588
16,4x3,likert5B,1,0,0,0.141,0.0025,0.0188,0.1043,0.0076,0.0311,0.1126,0.0121,0.031,0.1541,0.0297,0.0517,0.1115,0.0094,0.0301
16,4x3,likert5B,1,0,0,0.2023,0.0079,0.0062,0.14,0.0101,0.0069,0.1597,0.011,0.0048,0.1265,0.0084,0.0072,0.1432,0.0095,0.0075
16,4x3,likert5B,1,0,0,0.1673,0.016,0.0126,0.0759,0.0296,0.0349,0.0762,0.0414,0.0314,0.0683,0.0405,0.0389,0.0846,0.0461,0.0333
16,4x3,likert5B,1,0,0,0.216,0.0043,0.0435,0.1896,0.0121,0.0231,0.1834,0.0117,0.0188,0.1396,0.1002,0.0419,0.1892,0.0114,0.0212
16,4x3,likert5B,1,0,0,0.2036,0.0294,0.0187,0.1908,0.0223,0.0259,0.1666,0.0292,0.0328,0.1503,0.0324,0.0395,0.1879,0.0228,0.0284
16,4x3,likert5B,1,0,0,0.2293,0.0012,0.0897,0.1685,0.0026,0.0853,0.1755,0.0027,0.083,0.1646,0.0133,0.0753,0.1693,0.0031,0.082
16,4x3,likert5B,1,0,0,0.1285,0.0035,0.0236,0.0691,0.0014,0.0171,0.0486,0.0002,0.0242,0.0273,0.0117,0.0198,0.0624,0.0009,0.0202
16,4x3,likert5B,1,0,0,0.0593,0.0075,0.0326,0.0401,0.0103,0.0239,0.044,0.0049,0.0321,0.0634,0.0207,0.0291,0.0458,0.008,0.0286
16,4x3,likert5B,1,0,0,0.1757,0.0048,0.0423,0.1159,0.0021,0.0167,0.1136,0.0029,0.0224,0.1262,0.0087,0.0221,0.1051,0.0041,0.0208
16,4x3,likert5B,1,0,0,0.2027,0.0188,0.0311,0.1212,0.0093,0.0669,0.1277,0.0095,0.0737,0.1206,0.0091,0.0863,0.1392,0.0095,0.0694
16,4x3,likert5B,1,0,0,0.1276,0.009,0.0395,0.0367,0.0343,0.0566,0.0441,0.0202,0.0564,0.0757,0.1091,0.084,0.0437,0.0242,0.0557
16,4x3,likert5B,1,0,0,0.2547,0.0016,0.0082,0.1766,0.0001,0.0181,0.1798,0.0005,0.0215,0.1513,0.0015,0.0184,0.1747,0,0.0204
16,4x3,likert5B,1,0,0,0.1157,0.0181,0.0275,0.1048,0.0124,0.0232,0.1137,0.0117,0.0276,0.1271,0.0144,0.0291,0.1087,0.0122,0.0253
16,4x3,likert5B,1,0,0,0.1621,0.0015,0.0396,0.1041,0.0006,0.04,0.0789,0.0022,0.0337,0.0693,0.003,0.0376,0.1008,0.0013,0.0372
16,4x3,likert5B,1,0,0,0.1362,0.0064,0.0085,0.0841,0.0022,0.0133,0.072,0.0035,0.0078,0.0828,0.0021,0.0124,0.079,0.0033,0.0104
16,4x3,likert5B,1,0,0,0.2248,0.0128,0.0048,0.1284,0.0006,0.0265,0.123,0.0005,0.0258,0.0938,0.0031,0.0252,0.1316,0.0017,0.027
16,4x3,likert5B,1,0,0,0.1377,0.0394,0.048,0.0304,0.0434,0.021,0.0324,0.0557,0.0254,0.0308,0.0336,0.0222,0.0325,0.0525,0.0242
16,4x3,likert5B,1,0,0,0.1021,0.0202,0.021,0.0664,0.017,0.0338,0.0953,0.0103,0.038,0.095,0.0266,0.0541,0.0914,0.0085,0.0379
16,4x3,likert5B,1,0,0,0.139,0.0058,0.0314,0.0764,0.0033,0.0159,0.0654,0.0041,0.0221,0.0545,0.0081,0.0238,0.0756,0.0053,0.0201
16,4x3,likert5B,1,0,0,0.1905,0.0115,0.0162,0.1286,0.0004,0.0223,0.1182,0.0005,0.0223,0.0758,0.001,0.0213,0.1297,0.0003,0.0184
16,4x3,likert5B,1,0,0,0.1456,0.0255,0.0547,0.0314,0.0215,0.0459,0.0365,0.0227,0.0404,0.0365,0.0134,0.0703,0.0289,0.0206,0.0412
