n,design,family,effectX1,effectX2,effectX1X2,parX1,parX2,parX1X2,rnkX1,rnkX2,rnkX1X2,artX1,artX2,artX1X2,intX1,intX2,intX1X2,grtX1,grtX2,grtX1X2
20,4x3,norm,6.6576,2.8448,0,2.5153,1.2321,0.1659,2.032,1.1022,0.3013,1.7542,1.2767,0.1635,2.0016,1.1459,0.2455,2.5153,1.2321,0.1659
20,4x3,norm,2.8889,-7.1345,0,1.4046,3.6496,0.1299,1.4938,3.2206,0.4165,1.5184,2.4485,0.1398,1.3127,2.4964,0.273,1.4046,3.6496,0.1299
20,4x3,norm,4.4672,-6.7459,0,1.7623,3.0176,0.1464,1.7788,2.8692,0.4777,1.8009,1.761,0.1418,1.6164,2.3261,0.2827,1.7623,3.0176,0.1464
20,4x3,norm,2.68,7.6527,0,1.0915,3.4966,0.1562,0.9912,2.2337,0.2762,1.1019,1.675,0.1572,1.0065,1.9036,0.2333,1.0915,3.4966,0.1562
20,4x3,norm,1.9236,-3.0668,0,0.9234,1.2222,0.1372,0.9126,1.2474,0.1817,0.9389,1.2656,0.1364,0.9216,1.2191,0.1616,0.9234,1.2222,0.1372
20,4x3,norm,-6.0833,-6.339,0,2.519,2.903,0.1422,2.272,2.6296,0.5475,2.1627,1.7338,0.1537,1.8758,2.1043,0.2909,2.519,2.903,0.1422
20,4x3,norm,-3.3766,-5.4455,0,1.387,2.4492,0.1995,1.3789,2.5138,0.3549,1.341,2.3683,0.2142,1.2869,2.1426,0.2014,1.387,2.4492,0.1995
20,4x3,norm,-5.5225,1.3915,0,2.0308,0.581,0.1963,1.9616,0.4894,0.076,1.9871,0.5877,0.1788,1.996,0.6041,0.2466,2.0308,0.581,0.1963
20,4x3,norm,-4.4465,-0.5882,0,1.9479,0.2758,0.2125,2.0152,0.29,0.21,2.0261,0.2777,0.1706,1.682,0.2775,0.2017,1.9479,0.2758,0.2125
20,4x3,norm,4.6413,2.7145,0,2.21,1.28,0.2121,2.2773,1.2859,0.273,2.2766,1.2778,0.2199,2.0281,1.2422,0.1867,2.21,1.28,0.2121
20,4x3,norm,5.9277,4.0534,0,2.1586,1.5578,0.1274,1.9551,1.4929,0.3284,1.6514,1.628,0.1483,1.9238,1.5092,0.1884,2.1586,1.5578,0.1274
20,4x3,norm,-0.6628,-2.7266,0,0.1741,1.3309,0.1916,0.1836,1.3346,0.1943,0.1757,1.3319,0.2018,0.1647,1.221,0.2106,0.1741,1.3309,0.1916
20,4x3,norm,-3.2142,1.0187,0,1.3414,0.6159,0.1689,1.4213,0.6282,0.1577,1.4959,0.6102,0.1652,1.2681,0.5984,0.1504,1.3414,0.6159,0.1689
20,4x3,norm,4.6992,7.3718,0,2.0264,3.1631,0.1031,1.7931,2.8569,0.4484,1.8875,1.6597,0.1114,1.5117,2.2087,0.2276,2.0264,3.1631,0.1031
20,4x3,norm,1.1672,3.0903,0,0.469,1.3001,0.1141,0.4887,1.3571,0.1385,0.4735,1.3635,0.1013,0.4716,1.2469,0.0894,0.469,1.3001,0.1141
20,4x3,norm,-0.2311,-0.03,0,0.0839,0.09,0.2828,0.0818,0.0827,0.2755,0.0852,0.089,0.2809,0.0805,0.0904,0.2811,0.0839,0.09,0.2828
20,4x3,norm,-3.7036,2.6294,0,1.7394,1.2443,0.1528,1.5996,1.2141,0.3852,1.2779,1.2406,0.1548,1.4166,1.0648,0.1856,1.7394,1.2443,0.1528
20,4x3,norm,6.9765,4.8188,0,2.6541,2.119,0.145,2.6838,2.1187,0.4828,2.4782,2.2496,0.1086,2.4589,1.9681,0.1585,2.6541,2.119,0.145
20,4x3,norm,-2.5903,-4.9293,0,1.1616,2.3364,0.1059,1.1295,2.1395,0.271,1.2266,1.5645,0.113,1.0564,1.7853,0.1312,1.1616,2.3364,0.1059
20,4x3,norm,0.0129,-5.1256,0,0.1591,2.6194,0.1558,0.1538,1.8272,0.1962,0.1545,1.8068,0.1649,0.1501,1.5532,0.142,0.1591,2.6194,0.1558
20,4x3,norm,-2.5107,-5.8653,0,0.9526,3.1115,0.1044,0.8893,2.3249,0.1972,0.9412,1.9327,0.0917,0.8786,1.959,0.1524,0.9526,3.1115,0.1044
20,4x3,norm,2.6929,-6.1667,0,1.2301,2.7831,0.2911,1.1124,2.4217,0.4397,1.0218,1.9675,0.2861,1.027,2.02,0.343,1.2301,2.7831,0.2911
20,4x3,norm,4.4989,4.6937,0,1.8755,2.2614,0.1222,1.7321,2.1451,0.3244,1.8791,1.5264,0.1481,1.7352,1.9955,0.1985,1.8755,2.2614,0.1222
20,4x3,norm,-2.3529,6.5403,0,0.7901,2.4398,0.1819,0.7806,2.5184,0.172,0.7433,2.6253,0.195,0.7312,2.0651,0.2121,0.7901,2.4398,0.1819
20,4x3,norm,-5.6696,1.0168,0,2.3148,0.5185,0.1661,2.3487,0.5044,0.2209,2.3508,0.4735,0.1733,2.1508,0.5015,0.1905,2.3148,0.5185,0.1661
20,4x3,norm,6.2134,4.5096,0,2.4117,1.9063,0.1876,2.0934,1.5945,0.3958,1.8484,1.637,0.1799,1.909,1.469,0.2376,2.4117,1.9063,0.1876
20,4x3,norm,-0.1914,2.1999,0,0.1048,1.0132,0.2157,0.1216,1.0441,0.1962,0.1092,1.0495,0.2053,0.0983,0.9744,0.2142,0.1048,1.0132,0.2157
20,4x3,norm,1.3791,6.7092,0,0.6598,2.9072,0.1209,0.6003,2.4011,0.1343,0.6104,2.2147,0.1286,0.6203,1.9653,0.1471,0.6598,2.9072,0.1209
20,4x3,norm,-5.9019,-6.5121,0,2.5121,3.2947,0.1578,1.7542,2.4937,0.4056,1.6763,1.7892,0.1709,1.7288,2.236,0.2565,2.5121,3.2947,0.1578
20,4x3,norm,1.8405,4.3391,0,0.804,1.8203,0.0998,0.782,1.8834,0.1519,0.8022,1.8642,0.0855,0.7945,1.6994,0.0747,0.804,1.8203,0.0998
20,4x3,norm,7.1784,1.8482,0,3.1194,0.7742,0.1933,1.8942,0.719,0.2859,1.7071,0.7471,0.2014,1.7907,0.7648,0.2731,3.1194,0.7742,0.1933
20,4x3,norm,7.8182,-1.2137,0,3.0853,0.4015,0.1203,1.827,0.3702,0.1672,1.7804,0.3963,0.1401,1.625,0.3812,0.116,3.0853,0.4015,0.1203
20,4x3,norm,4.2623,0.5458,0,1.8101,0.2838,0.2388,1.4122,0.2726,0.2551,1.3769,0.2537,0.2167,1.3377,0.2819,0.2505,1.8101,0.2838,0.2388
20,4x3,norm,-6.7926,7.8214,0,3.0179,3.2955,0.1256,2.3781,2.7626,0.4636,2.1445,2.2791,0.1066,1.9211,2.1717,0.1581,3.0179,3.2955,0.1256
20,4x3,norm,-0.0461,-3.5219,0,0.1116,1.6558,0.1271,0.0866,1.4269,0.1163,0.1154,1.419,0.127,0.1177,1.2352,0.1363,0.1116,1.6558,0.1271
20,4x3,norm,2.123,3.5459,0,0.775,1.5924,0.2537,0.7751,1.5934,0.3171,0.7974,1.4357,0.2552,0.7492,1.3944,0.2078,0.775,1.5924,0.2537
20,4x3,norm,-6.1733,7.5221,0,2.9069,3.7142,0.1185,2.1953,2.9246,0.5387,2.3837,1.5654,0.1379,1.6926,2.1126,0.1824,2.9069,3.7142,0.1185
20,4x3,norm,6.8784,-3.1826,0,2.6937,1.5637,0.1111,2.744,1.5116,0.3336,2.6752,1.4438,0.0958,2.3009,1.3678,0.1587,2.6937,1.5637,0.1111
20,4x3,norm,-4.4882,4.8528,0,1.9381,2.3942,0.094,1.3513,1.7451,0.3491,1.2578,1.5419,0.0732,1.2051,1.4843,0.1172,1.9381,2.3942,0.094
20,4x3,norm,-0.2452,4.9551,0,0.2008,2.4171,0.2041,0.2341,1.9154,0.1949,0.2077,1.885,0.1829,0.2085,1.6153,0.2016,0.2008,2.4171,0.2041
20,4x3,norm,5.3014,5.8585,0,2.2498,2.6866,0.1502,2.2787,2.8068,0.5035,1.8704,2.9228,0.1152,1.9946,2.3812,0.1122,2.2498,2.6866,0.1502
20,4x3,norm,3.6502,0.1107,0,1.8224,0.1964,0.1633,1.8414,0.1697,0.1281,1.8265,0.1795,0.1536,1.4954,0.2144,0.1812,1.8224,0.1964,0.1633
20,4x3,norm,2.6288,2.6731,0,1.0074,1.1494,0.1481,0.9767,1.1461,0.1874,0.9605,1.167,0.1407,0.998,1.1357,0.1445,1.0074,1.1494,0.1481
20,4x3,norm,4.4953,-7.5572,0,1.8293,3.8029,0.1481,1.5757,2.7799,0.4895,1.639,1.5124,0.1371,1.5775,2.3765,0.3867,1.8293,3.8029,0.1481
20,4x3,norm,-0.7426,7.177,0,0.2068,3.6618,0.1918,0.1696,1.5716,0.1458,0.2021,1.5359,0.1591,0.1788,1.3683,0.1848,0.2068,3.6618,0.1918
20,4x3,norm,5.7986,4.6514,0,3.0715,2.5416,0.1868,2.137,1.5306,0.2035,1.9612,1.534,0.1857,1.8707,1.4523,0.1405,3.0715,2.5416,0.1868
20,4x3,norm,5.1774,-7.1063,0,1.9727,3.3143,0.1512,1.8707,2.9533,0.474,2.0152,1.6663,0.1583,1.7224,2.4143,0.2769,1.9727,3.3143,0.1512
20,4x3,norm,-3.5154,-1.9399,0,1.8879,0.8997,0.1432,2.0151,0.917,0.1584,1.8032,0.9283,0.1467,1.6469,0.8456,0.1479,1.8879,0.8997,0.1432
20,4x3,norm,2.1121,5.381,0,0.8783,2.8635,0.1911,0.8191,1.9587,0.2777,0.8319,1.5771,0.1589,0.8345,1.7073,0.179,0.8783,2.8635,0.1911
20,4x3,norm,3.8136,1.8988,0,2.0261,1.0253,0.1164,2.0938,1.0221,0.1307,1.8016,1.0389,0.112,1.6913,0.9522,0.0758,2.0261,1.0253,0.1164
20,4x3,norm,-6.0733,-2.2568,0,2.6993,0.9074,0.1443,2.7062,0.89,0.1313,2.4835,0.9184,0.1527,2.222,0.8716,0.2387,2.6993,0.9074,0.1443
20,4x3,norm,-0.937,-5.5312,0,0.4146,2.5801,0.1195,0.3969,2.6003,0.1278,0.4247,2.521,0.1301,0.3913,2.0004,0.099,0.4146,2.5801,0.1195
20,4x3,norm,5.8945,6.5419,0,2.2349,2.796,0.0713,2.1316,2.7744,0.4264,2.2123,2.0699,0.0552,2.0212,2.4356,0.1972,2.2349,2.796,0.0713
20,4x3,norm,0.9626,4.3838,0,0.314,2.082,0.0424,0.2875,1.7092,0.0857,0.2922,1.6783,0.0625,0.2885,1.4842,0.0778,0.314,2.082,0.0424
20,4x3,norm,-6.7116,-2.9598,0,2.7385,1.2644,0.1055,2.6434,1.2165,0.3185,2.4383,1.2629,0.1098,2.2664,1.1631,0.2172,2.7385,1.2644,0.1055
20,4x3,norm,-2.6486,-3.4961,0,1.005,1.6074,0.1603,1.0104,1.6744,0.2555,1.018,1.6894,0.162,0.9856,1.5372,0.1341,1.005,1.6074,0.1603
20,4x3,norm,3.9556,-7.3137,0,1.4048,3.1634,0.1258,1.3372,3.1559,0.2236,1.4126,2.7754,0.1417,1.3087,2.6269,0.2258,1.4048,3.1634,0.1258
20,4x3,norm,5.4642,-1.848,0,2.2129,0.9417,0.218,2.1381,0.9543,0.3466,2.0196,0.9558,0.2046,1.8877,0.8684,0.2031,2.2129,0.9417,0.218
20,4x3,norm,7.5654,5.6016,0,3.6388,2.6697,0.175,2.6008,1.5902,0.2341,2.0576,1.5758,0.1669,2.1414,1.4687,0.2227,3.6388,2.6697,0.175
20,4x3,norm,4.7147,3.67,0,1.9456,1.8086,0.1039,1.7954,1.7861,0.3758,1.322,1.9096,0.1092,1.6781,1.6562,0.1141,1.9456,1.8086,0.1039
20,4x3,norm,-1.1438,1.4618,0,0.3469,0.7552,0.1719,0.3387,0.7727,0.1834,0.3495,0.7692,0.1736,0.3532,0.7489,0.176,0.3469,0.7552,0.1719
20,4x3,norm,-7.5689,-6.4983,0,3.226,3.0088,0.1474,2.2983,2.0404,0.4345,2.0257,1.7304,0.1867,2.131,1.9147,0.1495,3.226,3.0088,0.1474
20,4x3,norm,1.8211,2.8674,0,0.6947,1.6521,0.1305,0.6635,1.5176,0.1959,0.6963,1.4341,0.1451,0.6649,1.3682,0.1128,0.6947,1.6521,0.1305
20,4x3,norm,3.454,0.8294,0,1.4839,0.3443,0.0591,1.5225,0.3314,0.0485,1.4999,0.3018,0.0576,1.3436,0.3525,0.0928,1.4839,0.3443,0.0591
20,4x3,norm,-0.8606,1.8349,0,0.3766,0.6812,0.099,0.3301,0.6534,0.0899,0.3406,0.666,0.0888,0.3681,0.6811,0.0896,0.3766,0.6812,0.099
20,4x3,norm,-4.5282,-4.4171,0,1.9742,1.8779,0.196,1.8347,1.8141,0.3007,1.763,2.0043,0.1814,1.8276,1.799,0.1361,1.9742,1.8779,0.196
20,4x3,norm,-1.5109,-3.4182,0,0.5669,1.4963,0.1347,0.5423,1.4616,0.1539,0.5487,1.409,0.1272,0.5454,1.334,0.1096,0.5669,1.4963,0.1347
20,4x3,norm,-7.5895,-3.28,0,3.6029,1.5419,0.1468,3.3793,1.4258,0.2573,2.8264,1.59,0.1558,2.8318,1.3902,0.3223,3.6029,1.5419,0.1468
20,4x3,norm,-4.7872,-5.0487,0,1.894,2.3826,0.272,1.3449,1.8484,0.4098,1.2903,1.4623,0.2803,1.1774,1.5382,0.1925,1.894,2.3826,0.272
20,4x3,norm,-7.3811,-5.2829,0,3.1729,2.3161,0.0844,3.3203,2.2572,0.326,2.5455,2.3418,0.083,2.5941,1.9192,0.1774,3.1729,2.3161,0.0844
20,4x3,norm,3.197,-1.5033,0,1.3378,0.7271,0.2498,1.2368,0.7084,0.2338,1.1729,0.7416,0.2312,1.2539,0.7488,0.2657,1.3378,0.7271,0.2498
20,4x3,norm,5.7249,1.3451,0,2.4306,0.5687,0.1743,1.5179,0.4909,0.2425,1.3942,0.5587,0.1766,1.4633,0.5516,0.2209,2.4306,0.5687,0.1743
20,4x3,norm,-7.9354,0.8709,0,3.3234,0.4365,0.2277,2.9072,0.4429,0.2802,2.8471,0.4459,0.234,2.3729,0.4098,0.1782,3.3234,0.4365,0.2277
20,4x3,norm,-7.3612,1.008,0,3.0855,0.4737,0.1433,2.5113,0.4447,0.1949,2.3432,0.4715,0.1373,1.9429,0.4425,0.199,3.0855,0.4737,0.1433
20,4x3,norm,7.2725,0.4173,0,3.072,0.2895,0.222,2.5069,0.2312,0.1961,2.502,0.2851,0.2123,2.2005,0.3254,0.3014,3.072,0.2895,0.222
20,4x3,norm,4.7651,-6.9385,0,1.9912,3.3647,0.1926,1.9126,3.2665,0.4187,1.9722,2.5223,0.1832,1.8132,2.7866,0.3112,1.9912,3.3647,0.1926
20,4x3,norm,-0.5821,3.9662,0,0.2007,1.9658,0.1506,0.1941,1.7336,0.1467,0.2105,1.6899,0.1359,0.2119,1.4707,0.13,0.2007,1.9658,0.1506
20,4x3,norm,1.403,6.2778,0,0.7849,3.234,0.2158,0.7419,2.0252,0.1978,0.8195,1.7379,0.2118,0.7403,1.7416,0.2051,0.7849,3.234,0.2158
20,4x3,norm,-7.8012,-1.037,0,3.279,0.4633,0.1622,2.9389,0.4359,0.1653,2.8631,0.4486,0.1579,2.1696,0.3911,0.1878,3.279,0.4633,0.1622
20,4x3,norm,-5.649,5.246,0,2.6016,2.6469,0.1437,2.4407,2.5098,0.4054,2.5781,2.0042,0.1509,2.301,2.2943,0.1377,2.6016,2.6469,0.1437
20,2x3,norm,-0.3029,-6.3455,0,0.2561,2.2818,0.1064,0.2118,2.2033,0.1137,0.2503,2.1933,0.1075,0.239,1.7741,0.1327,0.2561,2.2818,0.1064
20,2x3,norm,-3.2467,1.6694,0,1.545,0.6794,0.0979,1.6336,0.6698,0.1452,1.6179,0.6681,0.1346,1.3531,0.631,0.086,1.545,0.6794,0.0979
20,2x3,norm,-2.7014,6.1117,0,1.2493,2.1923,0.0503,1.3069,2.3173,0.3126,1.3831,1.8542,0.0299,1.1769,1.9085,0.1185,1.2493,2.1923,0.0503
20,2x3,norm,1.3369,0.1352,0,0.5721,0.3127,0.0431,0.5859,0.3014,0.0482,0.571,0.2914,0.0554,0.5904,0.3195,0.0467,0.5721,0.3127,0.0431
20,2x3,norm,-5.7186,-0.563,0,2.9373,0.1118,0.1879,1.7657,0.0915,0.175,1.7349,0.1127,0.1833,1.3603,0.0982,0.1672,2.9373,0.1118,0.1879
20,2x3,norm,7.7982,7.4977,0,3.8288,2.8705,0.1953,3.3386,2.197,0.1599,1.7338,2.4897,0.2193,2.438,1.8308,0.1608,3.8288,2.8705,0.1953
20,2x3,norm,-7.4297,1.2338,0,3.4169,0.5966,0.0879,2.0133,0.581,0.1151,1.7344,0.586,0.0891,1.5138,0.5121,0.1513,3.4169,0.5966,0.0879
20,2x3,norm,6.0586,-4.7264,0,3.0028,1.9595,0.0574,3.091,1.8699,0.1188,1.7343,1.9995,0.066,2.2889,1.6087,0.1468,3.0028,1.9595,0.0574
20,2x3,norm,-1.3183,4.0754,0,0.638,1.7653,0.043,0.6299,1.6388,0.1094,0.6444,1.5333,0.0399,0.5934,1.45,0.0297,0.638,1.7653,0.043
20,2x3,norm,-0.5971,-7.5716,0,0.2716,3.7133,0.0802,0.2893,1.4804,0.0698,0.3222,1.4209,0.093,0.2516,1.2674,0.0827,0.2716,3.7133,0.0802
20,2x3,norm,-0.4172,2.1918,0,0.2239,0.8265,0.1577,0.2204,0.8035,0.1952,0.2097,0.7953,0.1765,0.209,0.7989,0.1498,0.2239,0.8265,0.1577
20,2x3,norm,-6.9575,-4.6894,0,3.701,2.0839,0.1514,3.6162,1.9671,0.0571,1.7336,2.0596,0.1637,2.4511,1.596,0.1989,3.701,2.0839,0.1514
20,2x3,norm,4.1364,4.118,0,2.0895,1.8238,0.0931,1.7092,1.3826,0.1509,1.6747,1.3526,0.1505,1.5018,1.28,0.0391,2.0895,1.8238,0.0931
20,2x3,norm,-4.0651,-0.0151,0,1.7932,0.1722,0.0203,1.667,0.1756,0.0179,1.6422,0.1788,0.0201,1.3203,0.1791,0.0782,1.7932,0.1722,0.0203
20,2x3,norm,0.7815,-7.5578,0,0.551,3.3393,0.1855,0.5469,2.9589,0.1684,0.5433,2.7468,0.1684,0.5209,2.1876,0.2436,0.551,3.3393,0.1855
20,2x3,norm,4.5638,1.8608,0,2.4129,0.9306,0.0437,2.2589,0.8855,0.0893,1.7334,0.889,0.0552,1.7247,0.8429,0.0821,2.4129,0.9306,0.0437
20,2x3,norm,-1.6034,3.33,0,0.7457,1.2342,0.0391,0.7366,1.2793,0.1087,0.7745,1.2667,0.0246,0.7533,1.2287,0.0414,0.7457,1.2342,0.0391
20,2x3,norm,0.3273,-5.5217,0,0.3239,2.1324,0.099,0.3347,2.2286,0.0687,0.3311,2.2048,0.0767,0.3219,1.7832,0.1419,0.3239,2.1324,0.099
20,2x3,norm,-5.2218,-3.7694,0,2.8182,1.5584,0.2186,2.6429,1.3681,0.1349,1.7359,1.4528,0.2208,1.9342,1.1732,0.0563,2.8182,1.5584,0.2186
20,2x3,norm,-4.5802,-2.7951,0,2.317,1.2051,0.2225,2.4262,1.1922,0.2069,1.7292,1.2017,0.2602,1.857,1.081,0.1893,2.317,1.2051,0.2225
20,2x3,norm,-2.3269,-5.2878,0,1.0202,1.9417,0.2504,0.8616,1.6999,0.1089,1.0561,1.4991,0.259,0.8841,1.5348,0.0532,1.0202,1.9417,0.2504
20,2x3,norm,7.1023,7.1822,0,3.8497,3.1954,0.0388,3.1126,2.4756,0.3115,1.7348,2.7401,0.0409,2.341,2.0252,0.0791,3.8497,3.1954,0.0388
20,2x3,norm,-3.1588,3.4627,0,1.5416,1.3364,0.1084,1.5508,1.2622,0.0708,1.4884,1.4253,0.1005,1.4425,1.2615,0.1145,1.5416,1.3364,0.1084
20,2x3,norm,7.4365,6.778,0,3.8024,2.8544,0.0988,3.1992,2.117,0.1513,1.7342,2.4306,0.1329,2.3722,1.7859,0.1511,3.8024,2.8544,0.0988
20,2x3,norm,6.9067,5.8232,0,3.4112,2.6254,0.0442,2.4279,1.5443,0.0757,1.735,1.6693,0.0812,1.9528,1.406,0.1214,3.4112,2.6254,0.0442
20,2x3,norm,-7.0421,2.7957,0,3.3367,1.2372,0.0956,2.7447,1.2271,0.0675,1.7344,1.2332,0.0617,1.9628,1.0696,0.1279,3.3367,1.2372,0.0956
20,2x3,norm,-2.1444,-2.628,0,0.9852,1.0388,0.1282,1.0301,1.0599,0.1897,1.0745,1.0634,0.1482,0.9624,0.9878,0.1329,0.9852,1.0388,0.1282
20,2x3,norm,5.4143,3.521,0,2.6324,1.451,0.0917,2.7595,1.3554,0.1095,1.7346,1.4554,0.137,2.0527,1.2194,0.1859,2.6324,1.451,0.0917
20,2x3,norm,-0.0695,3.072,0,0.0981,0.9441,0.0434,0.1102,0.956,0.0164,0.1246,0.9579,0.0314,0.0951,0.9148,0.0529,0.0981,0.9441,0.0434
20,2x3,norm,-3.6083,-6.3197,0,1.9974,3.0895,0.2715,1.7658,2.7763,0.4296,1.7335,1.7787,0.2376,1.5104,2.2302,0.2882,1.9974,3.0895,0.2715
20,2x3,norm,7.983,-1.9406,0,3.9974,0.8122,0.1033,2.3465,0.9059,0.1193,1.7356,0.8955,0.0701,1.7118,0.8006,0.0487,3.9974,0.8122,0.1033
20,2x3,norm,-6.416,-3.3359,0,3.2452,1.2485,0.1775,2.7834,1.249,0.1477,1.733,1.2638,0.1733,2.0543,1.147,0.2256,3.2452,1.2485,0.1775
20,2x3,norm,-6.6549,6.6425,0,3.1719,2.3631,0.2598,3.2242,2.1382,0.1383,1.7332,2.4486,0.2574,2.4073,1.8195,0.1707,3.1719,2.3631,0.2598
20,2x3,norm,2.0974,6.8785,0,1.0349,2.7765,0.0704,1.067,2.4085,0.2863,1.0579,1.9143,0.0593,0.9951,1.9887,0.194,1.0349,2.7765,0.0704
20,2x3,norm,6.5551,-5.7453,0,3.2389,2.3552,0.0881,2.9907,1.7627,0.0929,1.7345,1.9681,0.0801,2.2286,1.5301,0.1494,3.2389,2.3552,0.0881
20,2x3,norm,-7.6515,-7.4506,0,4.0824,3.7735,0.1213,1.6904,1.4976,0.172,1.734,1.452,0.1204,1.5101,1.3865,0.1109,4.0824,3.7735,0.1213
20,2x3,norm,-1.0523,-1.5621,0,0.3644,0.8308,0.1272,0.4317,0.8596,0.1665,0.3974,0.8569,0.1496,0.3321,0.8045,0.1553,0.3644,0.8308,0.1272
20,2x3,norm,-1.8464,-3.8795,0,0.9044,1.8567,0.0944,0.9012,1.7954,0.2632,0.9479,1.4063,0.1278,0.8268,1.5098,0.1323,0.9044,1.8567,0.0944
20,2x3,norm,-7.6163,-3.3209,0,4.1116,1.412,0.0651,2.9372,1.3676,0.0684,1.734,1.3394,0.0726,2.0655,1.1695,0.1576,4.1116,1.412,0.0651
20,2x3,norm,2.8225,0.7064,0,1.3357,0.2806,0.0795,1.3805,0.2768,0.0934,1.4198,0.2846,0.0796,1.1687,0.2673,0.0785,1.3357,0.2806,0.0795
20,2x3,norm,-6.7968,7.0381,0,3.7269,3.4114,0.182,1.6967,1.49,0.1584,1.7328,1.4368,0.1781,1.5055,1.3796,0.0557,3.7269,3.4114,0.182
20,2x3,norm,0.7137,-7.3603,0,0.3391,3.2617,0.0938,0.3036,1.9531,0.1761,0.3291,1.931,0.1249,0.2913,1.6334,0.2061,0.3391,3.2617,0.0938
20,2x3,norm,4.1844,0.3978,0,2.2819,0.334,0.3503,1.9364,0.364,0.342,1.7332,0.3476,0.3334,1.4582,0.33,0.2891,2.2819,0.334,0.3503
20,2x3,norm,6.893,4.9159,0,3.0851,1.9534,0.1354,3.0712,1.8348,0.0761,1.734,2.0995,0.1068,2.3083,1.6081,0.2,3.0851,1.9534,0.1354
