n,design,family,method,alpha,effectX1,effectX2,effectX1X2,rateX1,rateX2,rateX1X2
32,4x3,lnorm,PAR,0.05,1,0,0,0.9967,0.05,0.08
32,4x3,lnorm,RNK,0.05,1,0,0,1,0.0567,0.0267
32,4x3,lnorm,ART,0.05,1,0,0,1,0.1967,0.1233
32,4x3,lnorm,INT,0.05,1,0,0,1,0.0533,0.0367
32,4x3,lnorm,PAR,0.01,1,0,0,0.9633,0.0033,0.03
32,4x3,lnorm,RNK,0.01,1,0,0,1,0.0133,0.01
32,4x3,lnorm,ART,0.01,1,0,0,1,0.0933,0.05
32,4x3,lnorm,INT,0.01,1,0,0,1,0.0167,0.0067
64,4x3,lnorm,PAR,0.05,1,0,0,1,0.04,0.0667
64,4x3,lnorm,RNK,0.05,1,0,0,1,0.04,0.0467
64,4x3,lnorm,ART,0.05,1,0,0,1,0.1967,0.14
64,4x3,lnorm,INT,0.05,1,0,0,1,0.04,0.05
64,4x3,lnorm,PAR,0.01,1,0,0,1,0.0067,0.0167
64,4x3,lnorm,RNK,0.01,1,0,0,1,0.0133,0.0133
64,4x3,lnorm,ART,0.01,1,0,0,1,0.08,0.0567
64,4x3,lnorm,INT,0.01,1,0,0,1,0.0067,0.01
128,4x3,lnorm,PAR,0.05,1,0,0,1,0.05,0.05
128,4x3,lnorm,RNK,0.05,1,0,0,1,0.06,0.05
128,4x3,lnorm,ART,0.05,1,0,0,1,0.2367,0.1533
128,4x3,lnorm,INT,0.05,1,0,0,1,0.0633,0.04
128,4x3,lnorm,PAR,0.01,1,0,0,1,0.0167,0.0333
128,4x3,lnorm,RNK,0.01,1,0,0,1,0.0067,0.0067
128,4x3,lnorm,ART,0.01,1,0,0,1,0.1367,0.06
128,4x3,lnorm,INT,0.01,1,0,0,1,0.01,0.0033
256,4x3,lnorm,PAR,0.05,1,0,0,1,0.04,0.0467
256,4x3,lnorm,RNK,0.05,1,0,0,1,0.0467,0.0433
256,4x3,lnorm,ART,0.05,1,0,0,1,0.19,0.1367
256,4x3,lnorm,INT,0.05,1,0,0,1,0.05,0.04
256,4x3,lnorm,PAR,0.01,1,0,0,1,0,0.0133
256,4x3,lnorm,RNK,0.01,1,0,0,1,0.0067,0.01
256,4x3,lnorm,ART,0.01,1,0,0,1,0.0867,0.04
256,4x3,lnorm,INT,0.01,1,0,0,1,0.0067,0.01
512,4x3,lnorm,PAR,0.05,1,0,0,1,0.0633,0.0833
512,4x3,lnorm,RNK,0.05,1,0,0,1,0.0633,0.07
512,4x3,lnorm,ART,0.05,1,0,0,1,0.2467,0.16
512,4x3,lnorm,INT,0.05,1,0,0,1,0.0667,0.0567
512,4x3,lnorm,PAR,0.01,1,0,0,1,0.01,0.0167
512,4x3,lnorm,RNK,0.01,1,0,0,1,0.0267,0.01
512,4x3,lnorm,ART,0.01,1,0,0,1,0.1267,0.0733
512,4x3,lnorm,INT,0.01,1,0,0,1,0.0267,0.0133
