n,design,family,method,alpha,effectX1,effectX2,effectX1X2,rateX1,rateX2,rateX1X2
20,4x3,lnorm,PAR,0.05,0.8,0,0,0.85,0,0.1
20,4x3,lnorm,RNK,0.05,0.8,0,0,1,0.05,0
20,4x3,lnorm,ART,0.05,0.8,0,0,1,0.1,0
20,4x3,lnorm,INT,0.05,0.8,0,0,0.95,0.05,0
20,4x3,lnorm,PAR,0.01,0.8,0,0,0.7,0,0
20,4x3,lnorm,RNK,0.01,0.8,0,0,0.95,0,0
20,4x3,lnorm,ART,0.01,0.8,0,0,0.9,0,0
20,4x3,lnorm,INT,0.01,0.8,0,0,0.9,0,0
20,4x3,lnorm,PAR,0.05,0,0.8,0,0,0.95,0
20,4x3,lnorm,RNK,0.05,0,0.8,0,0.15,1,0
20,4x3,lnorm,ART,0.05,0,0.8,0,0.45,1,0
20,4x3,lnorm,INT,0.05,0,0.8,0,0.1,1,0
20,4x3,lnorm,PAR,0.01,0,0.8,0,0,0.8,0
20,4x3,lnorm,RNK,0.01,0,0.8,0,0.05,1,0
20,4x3,lnorm,ART,0.01,0,0.8,0,0.05,1,0
20,4x3,lnorm,INT,0.01,0,0.8,0,0.05,1,0
20,4x3,lnorm,PAR,0.05,0,0,1.5,0,0.05,0.65
20,4x3,lnorm,RNK,0.05,0,0,1.5,0.05,0.05,0.85
20,4x3,lnorm,ART,0.05,0,0,1.5,0.3,0.2,0.9
20,4x3,lnorm,INT,0.05,0,0,1.5,0.05,0.05,0.9
20,4x3,lnorm,PAR,0.01,0,0,1.5,0,0.05,0.35
20,4x3,lnorm,RNK,0.01,0,0,1.5,0,0.05,0.65
20,4x3,lnorm,ART,0.01,0,0,1.5,0,0.05,0.65
20,4x3,lnorm,INT,0.01,0,0,1.5,0,0.05,0.75
20,4x3,exp,PAR,0.05,0.8,0,0,1,0,0.1
20,4x3,exp,RNK,0.05,0.8,0,0,0.95,0.05,0.1
20,4x3,exp,ART,0.05,0.8,0,0,0.95,0.2,0.15
