n,design,family,effectX1,effectX2,effectX1X2,parX1,parX2,parX1X2,rnkX1,rnkX2,rnkX1X2,artX1,artX2,artX1X2,intX1,intX2,intX1X2,grtX1,grtX2,grtX1X2
20,4x3,norm,2.3328,2.8198,0,0.9656,1.2862,0.1629,0.8635,1.2589,0.1343,0.8814,1.2674,0.1353,0.9488,1.2669,0.1575,0.9656,1.2862,0.1629
20,4x3,norm,3.6889,-2.3498,0,1.6662,1.1965,0.1203,1.7002,1.1549,0.1672,1.6726,1.1879,0.1229,1.5365,1.1407,0.0866,1.6662,1.1965,0.1203
20,4x3,norm,-0.4311,-3.4088,0,0.115,1.3031,0.1543,0.1063,1.2927,0.1403,0.1128,1.2967,0.1409,0.0943,1.1678,0.164,0.115,1.3031,0.1543
20,4x3,norm,-1.6977,-1.0886,0,0.8245,0.5581,0.219,0.7712,0.5183,0.221,0.813,0.5384,0.2121,0.8083,0.5512,0.2188,0.8245,0.5581,0.219
20,4x3,norm,2.7107,-2.4755,0,1.4606,1.2233,0.144,1.478,1.1783,0.2189,1.508,1.204,0.1357,1.4007,1.1746,0.1462,1.4606,1.2233,0.144
20,4x3,norm,-2.905,-1.6,0,1.1907,0.8002,0.0989,1.221,0.7828,0.1148,1.2388,0.7909,0.1114,1.1795,0.8047,0.0959,1.1907,0.8002,0.0989
20,4x3,norm,1.0078,-0.3591,0,0.5716,0.2892,0.2088,0.5689,0.2818,0.2005,0.58,0.2846,0.2079,0.5678,0.2996,0.2132,0.5716,0.2892,0.2088
20,4x3,norm,-3.3454,2.5178,0,1.3565,1.0619,0.1374,1.3319,1.033,0.1873,1.338,1.0568,0.1276,1.3181,1.0554,0.1504,1.3565,1.0619,0.1374
20,4x3,norm,0.9644,1.348,0,0.3458,0.6713,0.2403,0.3437,0.6831,0.2423,0.3266,0.669,0.2284,0.3376,0.6634,0.2472,0.3458,0.6713,0.2403
20,4x3,norm,-3.9152,1.1037,0,1.4667,0.6066,0.1121,1.4073,0.5745,0.1247,1.405,0.6035,0.0938,1.3704,0.5962,0.1256,1.4667,0.6066,0.1121
20,4x3,norm,-3.8809,1.9636,0,1.5776,0.8912,0.1153,1.5908,0.8454,0.1518,1.591,0.8743,0.125,1.5089,0.8771,0.1528,1.5776,0.8912,0.1153
20,4x3,norm,-3.8259,-0.8366,0,1.5042,0.4167,0.1551,1.4392,0.3788,0.1292,1.4442,0.421,0.1307,1.3984,0.4091,0.1791,1.5042,0.4167,0.1551
20,4x3,norm,3.6019,-2.6458,0,1.4066,1.1372,0.1941,1.3992,1.0973,0.2616,1.4424,1.1174,0.2036,1.3595,1.0934,0.1797,1.4066,1.1372,0.1941
20,4x3,norm,-2.2266,3.9493,0,0.7033,1.5291,0.1298,0.6382,1.5829,0.0879,0.7358,1.6034,0.1402,0.712,1.5273,0.1428,0.7033,1.5291,0.1298
20,4x3,norm,-2.281,2.4267,0,0.9205,1.4433,0.1345,0.8905,1.4508,0.205,0.9111,1.3663,0.1295,0.9036,1.3525,0.1085,0.9205,1.4433,0.1345
20,4x3,norm,3.4843,3.5585,0,1.3121,1.7214,0.0993,1.2375,1.6757,0.2414,1.3135,1.56,0.1085,1.2317,1.5944,0.0953,1.3121,1.7214,0.0993
20,4x3,norm,-2.8113,-3.2674,0,1.4599,1.5874,0.2507,1.4544,1.6206,0.3106,1.557,1.4517,0.2465,1.3626,1.4995,0.2112,1.4599,1.5874,0.2507
20,4x3,norm,0.6493,1.0381,0,0.2066,0.4955,0.1423,0.1943,0.4727,0.1351,0.2047,0.4773,0.1367,0.2088,0.491,0.1418,0.2066,0.4955,0.1423
20,4x3,norm,0.1661,-3.0021,0,0.2019,1.2465,0.2378,0.1787,1.3162,0.2546,0.1812,1.3082,0.2457,0.2061,1.2356,0.2353,0.2019,1.2465,0.2378
20,4x3,norm,-1.747,1.8096,0,0.7912,0.7535,0.1628,0.8085,0.732,0.2073,0.8044,0.7444,0.1583,0.7817,0.7533,0.165,0.7912,0.7535,0.1628
20,4x3,norm,-0.895,0.2522,0,0.4273,0.0847,0.1654,0.411,0.0866,0.1805,0.4027,0.0609,0.1615,0.4196,0.092,0.1673,0.4273,0.0847,0.1654
20,4x3,norm,-1.4475,2.7197,0,0.6388,1.1652,0.2068,0.5786,1.1925,0.2186,0.6005,1.1727,0.222,0.628,1.1531,0.2057,0.6388,1.1652,0.2068
20,4x3,norm,3.0339,-3.1024,0,1.3034,1.2882,0.1593,1.32,1.2763,0.2118,1.3166,1.354,0.1842,1.2412,1.2395,0.1197,1.3034,1.2882,0.1593
20,4x3,norm,-2.7452,-2.1197,0,1.1535,1.0548,0.1864,1.1355,1.0312,0.2634,1.1186,1.0706,0.1954,1.1386,1.0283,0.1686,1.1535,1.0548,0.1864
20,4x3,norm,-0.4261,-0.8205,0,0.2835,0.2598,0.1121,0.2844,0.2426,0.1106,0.2782,0.2403,0.1086,0.2745,0.2558,0.114,0.2835,0.2598,0.1121
20,4x3,norm,-1.1139,3.5287,0,0.524,1.6757,0.2594,0.4589,1.5225,0.2143,0.5255,1.5047,0.2762,0.5062,1.4193,0.2733,0.524,1.6757,0.2594
20,4x3,norm,-1.0079,2.5817,0,0.3405,1.3586,0.151,0.2917,1.3044,0.0896,0.3243,1.3286,0.1573,0.3279,1.2292,0.1251,0.3405,1.3586,0.151
20,4x3,norm,0.9494,-2.4923,0,0.5044,1.2848,0.1815,0.4849,1.2933,0.2023,0.4953,1.2929,0.1873,0.4854,1.1805,0.1658,0.5044,1.2848,0.1815
20,4x3,norm,1.3433,-0.7222,0,0.5903,0.3513,0.1341,0.5826,0.3165,0.1293,0.5774,0.3212,0.1412,0.5925,0.3431,0.1348,0.5903,0.3513,0.1341
20,4x3,norm,-0.7626,1.7983,0,0.1981,0.8137,0.1895,0.1815,0.7976,0.168,0.2067,0.8179,0.2046,0.1864,0.8036,0.1889,0.1981,0.8137,0.1895
20,4x3,norm,-2.606,2.7556,0,1.264,1.3251,0.1416,1.1232,1.2432,0.1454,1.0836,1.3096,0.1449,1.1972,1.2842,0.1197,1.264,1.3251,0.1416
20,4x3,norm,-0.5946,-1.3055,0,0.2832,0.5378,0.1374,0.2629,0.5203,0.1533,0.271,0.5262,0.1347,0.2829,0.5459,0.1354,0.2832,0.5378,0.1374
20,4x3,norm,-0.7303,-0.6961,0,0.3286,0.3315,0.1773,0.307,0.3482,0.1601,0.2958,0.3172,0.1826,0.321,0.3354,0.1751,0.3286,0.3315,0.1773
20,4x3,norm,2.6222,0.8047,0,0.9298,0.3212,0.2059,0.9203,0.2909,0.2075,0.9105,0.3031,0.1977,0.9093,0.3159,0.1916,0.9298,0.3212,0.2059
20,4x3,norm,-2.645,1.1616,0,1.0788,0.4891,0.1306,1.0514,0.4788,0.1533,1.067,0.4848,0.1499,1.0675,0.4895,0.136,1.0788,0.4891,0.1306
20,4x3,norm,-2.8005,3.0991,0,1.2293,1.3978,0.2342,1.1345,1.3055,0.1927,1.1597,1.4438,0.2195,1.1783,1.3575,0.2031,1.2293,1.3978,0.2342
20,4x3,norm,-1.1502,-0.525,0,0.4628,0.2258,0.1755,0.4386,0.2098,0.1943,0.4443,0.2133,0.1877,0.4624,0.2136,0.1786,0.4628,0.2258,0.1755
20,4x3,norm,3.7016,0.5046,0,1.3504,0.2876,0.166,1.4056,0.2624,0.1436,1.4183,0.2588,0.1612,1.332,0.2922,0.1657,1.3504,0.2876,0.166
20,4x3,norm,-2.7655,-3.1765,0,1.3785,1.3927,0.0951,1.3663,1.3474,0.1309,1.472,1.3665,0.1008,1.316,1.3208,0.0767,1.3785,1.3927,0.0951
20,4x3,norm,-3.4959,1.0883,0,1.5282,0.523,0.0897,1.5279,0.525,0.1728,1.4814,0.5516,0.1145,1.4164,0.4977,0.1166,1.5282,0.523,0.0897
20,4x3,norm,-3.3302,-0.1796,0,1.2344,0.0475,0.1875,1.2066,0.029,0.1844,1.1896,0.0518,0.1768,1.1687,0.0499,0.1767,1.2344,0.0475,0.1875
20,4x3,norm,3.4557,3.8548,0,1.7119,1.7782,0.1428,1.6355,1.6971,0.2862,1.8102,1.5372,0.1619,1.5436,1.5887,0.1575,1.7119,1.7782,0.1428
20,4x3,norm,-1.0105,-0.6109,0,0.3436,0.3166,0.1963,0.3325,0.3085,0.1802,0.3363,0.3051,0.1727,0.3443,0.3234,0.1956,0.3436,0.3166,0.1963
20,4x3,norm,0.3426,3.8351,0,0.1963,1.9097,0.1354,0.2098,2.0314,0.1302,0.172,2.0115,0.1419,0.2001,1.6722,0.1279,0.1963,1.9097,0.1354
20,4x3,norm,2.1605,2.7114,0,0.947,1.2259,0.1219,0.8851,1.2002,0.1794,0.9417,1.2058,0.141,0.9314,1.1955,0.0972,0.947,1.2259,0.1219
20,4x3,norm,3.4753,0.7673,0,1.516,0.3727,0.1587,1.258,0.3503,0.2132,1.2226,0.3485,0.1755,1.2419,0.3676,0.1527,1.516,0.3727,0.1587
20,4x3,norm,-2.7791,0.3079,0,1.1374,0.1743,0.1627,1.1318,0.1774,0.1711,1.1329,0.2025,0.1652,1.1278,0.172,0.1674,1.1374,0.1743,0.1627
20,4x3,norm,3.6427,-3.7088,0,1.5472,1.6007,0.154,1.4703,1.6155,0.3092,1.3156,1.6276,0.1549,1.3866,1.4676,0.1673,1.5472,1.6007,0.154
20,4x3,norm,-3.3625,-1.3839,0,1.2704,0.6322,0.1328,1.2761,0.6227,0.16,1.3084,0.6173,0.1245,1.2459,0.6407,0.1093,1.2704,0.6322,0.1328
20,4x3,norm,-2.6125,1.3293,0,1.0861,0.5889,0.1593,1.1081,0.5478,0.1362,1.1104,0.5707,0.1729,1.0607,0.5901,0.1636,1.0861,0.5889,0.1593
20,4x3,norm,-1.534,-2.796,0,0.6499,1.3743,0.1234,0.608,1.348,0.088,0.6155,1.3936,0.1327,0.6502,1.2993,0.1217,0.6499,1.3743,0.1234
20,4x3,norm,-0.4197,3.5312,0,0.1928,1.704,0.2199,0.2148,1.5842,0.2418,0.2193,1.5544,0.2227,0.1708,1.3874,0.2288,0.1928,1.704,0.2199
20,4x3,norm,-0.5762,-3.8721,0,0.249,1.6212,0.1226,0.2366,1.5084,0.1323,0.2331,1.4993,0.1089,0.2521,1.3349,0.1139,0.249,1.6212,0.1226
20,4x3,norm,-1.523,-1.6853,0,0.5651,0.7894,0.1201,0.5473,0.7899,0.1416,0.5582,0.82,0.1243,0.575,0.7782,0.1162,0.5651,0.7894,0.1201
20,4x3,norm,3.4268,-3.9136,0,1.3872,1.7053,0.1495,1.3913,1.7364,0.2655,1.3908,1.8024,0.1726,1.3677,1.6636,0.1123,1.3872,1.7053,0.1495
20,4x3,norm,-2.9475,1.1344,0,1.2862,0.4566,0.1632,1.3677,0.4493,0.1609,1.3769,0.4274,0.1584,1.2179,0.4515,0.1549,1.2862,0.4566,0.1632
20,4x3,norm,3.6768,-2.3095,0,1.6329,1.1219,0.0714,1.5605,1.0922,0.3184,1.362,1.1342,0.0777,1.4429,1.0386,0.1449,1.6329,1.1219,0.0714
20,4x3,norm,3.9733,-2.9702,0,1.6683,1.4572,0.1336,1.5921,1.384,0.2909,1.6284,1.499,0.1365,1.5976,1.3882,0.1073,1.6683,1.4572,0.1336
20,4x3,norm,3.9399,2.3959,0,1.6449,1.0484,0.0658,1.5776,1.0178,0.2362,1.4032,1.1158,0.0996,1.5027,1.0161,0.1042,1.6449,1.0484,0.0658
20,4x3,norm,-1.1086,3.1038,0,0.3025,1.2821,0.1881,0.3151,1.2834,0.1922,0.2845,1.2498,0.1885,0.3104,1.1977,0.213,0.3025,1.2821,0.1881
20,4x3,norm,-1.2189,0.1251,0,0.4767,0.1129,0.1937,0.4708,0.1108,0.1719,0.4752,0.121,0.1603,0.4693,0.1107,0.1984,0.4767,0.1129,0.1937
20,4x3,norm,-2.2046,2.4171,0,0.9395,0.8998,0.1397,0.8991,0.8707,0.1749,0.9111,0.8952,0.129,0.934,0.8954,0.1407,0.9395,0.8998,0.1397
20,4x3,norm,-3.1855,3.2128,0,1.31,1.4273,0.1962,1.2868,1.4187,0.2257,1.3356,1.4601,0.172,1.294,1.4027,0.1914,1.31,1.4273,0.1962
20,4x3,norm,-1.581,-3.5586,0,0.6486,1.6598,0.1757,0.632,1.6959,0.1513,0.6558,1.7204,0.1733,0.6489,1.5761,0.164,0.6486,1.6598,0.1757
20,4x3,norm,1.4587,1.2128,0,0.5188,0.5807,0.1742,0.5272,0.5752,0.1732,0.5199,0.5699,0.1991,0.5221,0.5769,0.1715,0.5188,0.5807,0.1742
20,4x3,norm,-0.3028,2.6202,0,0.2914,1.1104,0.1716,0.3064,1.169,0.1858,0.2925,1.1844,0.1665,0.2907,1.1174,0.1733,0.2914,1.1104,0.1716
20,4x3,norm,-2.784,3.1455,0,1.3129,1.3334,0.183,1.3324,1.338,0.2976,1.3659,1.3489,0.184,1.2951,1.3154,0.1761,1.3129,1.3334,0.183
20,4x3,norm,-2.9985,2.7765,0,1.3541,1.2292,0.2034,1.3053,1.15,0.1675,1.3981,1.2293,0.2032,1.3432,1.2127,0.1609,1.3541,1.2292,0.2034
20,4x3,norm,-1.6519,2.9149,0,0.7319,1.295,0.1994,0.7394,1.3771,0.2185,0.7362,1.4178,0.1746,0.7275,1.2978,0.2068,0.7319,1.295,0.1994
20,4x3,norm,-2.3241,-1.5117,0,0.8825,0.6861,0.1097,0.8792,0.6626,0.1277,0.8697,0.6689,0.1019,0.8825,0.6925,0.1127,0.8825,0.6861,0.1097
20,4x3,norm,-0.7894,-1.4811,0,0.3138,0.7609,0.2671,0.3148,0.7549,0.2864,0.3154,0.7646,0.2811,0.2898,0.7382,0.2407,0.3138,0.7609,0.2671
20,4x3,norm,-1.2759,-2.5145,0,0.5587,0.9725,0.1399,0.5526,0.9842,0.1291,0.5615,0.9932,0.1325,0.5376,0.9541,0.1448,0.5587,0.9725,0.1399
20,4x3,norm,0.2997,-2.7094,0,0.0847,1.2273,0.1903,0.0845,1.2496,0.1686,0.0439,1.2475,0.1885,0.0903,1.1627,0.2005,0.0847,1.2273,0.1903
20,4x3,norm,-3.4175,-2.6853,0,1.5743,1.3188,0.0763,1.5905,1.2969,0.1605,1.6945,1.3634,0.0705,1.5187,1.2899,0.1207,1.5743,1.3188,0.0763
20,4x3,norm,2.4149,2.2068,0,0.8555,1.0484,0.1559,0.8231,1.0305,0.1876,0.8243,1.0979,0.1558,0.851,1.0553,0.1565,0.8555,1.0484,0.1559
20,4x3,norm,-3.2917,-2.2578,0,1.3028,0.986,0.1237,1.3345,0.9815,0.1797,1.3921,0.9926,0.1283,1.2826,0.9685,0.1234,1.3028,0.986,0.1237
20,4x3,norm,1.0481,-3.0659,0,0.4226,1.3236,0.0983,0.4334,1.3545,0.1319,0.4459,1.3373,0.0975,0.4163,1.2276,0.0994,0.4226,1.3236,0.0983
20,4x3,norm,1.1613,2.6277,0,0.5202,1.1598,0.1423,0.514,1.1289,0.1482,0.5132,1.1264,0.1464,0.5322,1.1044,0.1679,0.5202,1.1598,0.1423
20,2x3,norm,-0.3751,-3.7622,0,0.1686,1.4592,0.0682,0.1792,1.3914,0.0695,0.181,1.4194,0.0901,0.1341,1.2064,0.0287,0.1686,1.4592,0.0682
20,2x3,norm,2.16,-0.1963,0,1.0182,0.1219,0.1093,1.0546,0.1104,0.0719,1.023,0.1275,0.0993,0.9738,0.1549,0.1366,1.0182,0.1219,0.1093
20,2x3,norm,-1.4065,-3.9469,0,0.7571,1.4283,0.0483,0.7565,1.4377,0.1043,0.7654,1.3741,0.0051,0.7693,1.3538,0.1025,0.7571,1.4283,0.0483
20,2x3,norm,-3.5175,-0.8466,0,1.5379,0.3285,0.2194,1.607,0.3139,0.2153,1.5963,0.3143,0.1924,1.3209,0.3193,0.2305,1.5379,0.3285,0.2194
20,2x3,norm,3.0448,2.7582,0,1.4613,1.0576,0.0583,1.513,0.9927,0.0736,1.4697,1.033,0.0964,1.3545,0.9798,0.0303,1.4613,1.0576,0.0583
20,2x3,norm,1.1606,1.291,0,0.6749,0.4959,0.0696,0.6718,0.4748,0.0301,0.6811,0.4877,0.0582,0.6731,0.4844,0.0634,0.6749,0.4959,0.0696
20,2x3,norm,-3.8368,1.6646,0,1.8381,0.5661,0.0786,1.8103,0.5609,0.0658,1.6785,0.5839,0.102,1.4386,0.5372,0.0614,1.8381,0.5661,0.0786
20,2x3,norm,1.5957,1.2021,0,0.9086,0.3811,0.0863,1.0114,0.4195,0.0892,1.0054,0.4495,0.0498,0.9386,0.4072,0.0825,0.9086,0.3811,0.0863
20,2x3,norm,-2.1835,2.3747,0,1.2663,1.0406,0.1999,1.3033,1.038,0.2218,1.3456,1.0721,0.1528,1.1888,0.9821,0.1902,1.2663,1.0406,0.1999
20,2x3,norm,1.7336,-3.9003,0,0.7067,1.637,0.1182,0.7134,1.5529,0.2257,0.7144,1.3852,0.1125,0.6839,1.3736,0.1635,0.7067,1.637,0.1182
20,2x3,norm,-1.8326,-1.876,0,0.7729,0.7486,0.1274,0.7862,0.714,0.0898,0.8043,0.7464,0.1081,0.7639,0.7458,0.0944,0.7729,0.7486,0.1274
20,2x3,norm,-0.7386,3.3048,0,0.4522,1.2588,0.0248,0.4424,1.2936,0.0916,0.4623,1.2934,0.0152,0.4643,1.2123,0.011,0.4522,1.2588,0.0248
20,2x3,norm,2.4763,2.9607,0,1.2859,1.3226,0.0954,1.3705,1.3604,0.2067,1.4109,1.4534,0.1176,1.2438,1.2795,0.044,1.2859,1.3226,0.0954
20,2x3,norm,-1.9303,-0.55,0,0.7997,0.259,0.1239,0.7903,0.2376,0.1255,0.8267,0.2451,0.1178,0.7655,0.234,0.139,0.7997,0.259,0.1239
20,2x3,norm,-3.7679,-2.3497,0,1.9083,0.8213,0.1564,1.947,0.7979,0.1115,1.6804,0.8077,0.1496,1.6148,0.823,0.1742,1.9083,0.8213,0.1564
20,2x3,norm,-3.5555,-3.409,0,1.5147,1.2627,0.1092,1.5042,1.1646,0.1029,1.5646,1.1985,0.1011,1.3665,1.1107,0.0881,1.5147,1.2627,0.1092
20,2x3,norm,2.9648,-3.2697,0,1.4473,1.1919,0.2146,1.5053,1.1679,0.1388,1.5032,1.2847,0.2121,1.3882,1.1455,0.1877,1.4473,1.1919,0.2146
20,2x3,norm,1.8361,1.8144,0,0.7681,1.031,0.1257,0.7743,1.0729,0.1376,0.8093,1.0924,0.1169,0.7884,1.0569,0.0663,0.7681,1.031,0.1257
20,2x3,norm,3.9701,-2.1685,0,1.7716,0.9593,0.0238,1.8198,0.9005,0.0266,1.6363,0.9246,0.0664,1.519,0.8745,0.0699,1.7716,0.9593,0.0238
20,2x3,norm,-1.2058,-0.7812,0,0.574,0.3746,0.1169,0.5799,0.3083,0.1898,0.5849,0.3405,0.1262,0.578,0.3696,0.1406,0.574,0.3746,0.1169
20,2x3,norm,-1.9237,2.635,0,0.9155,1.0997,0.069,0.9315,1.1185,0.1562,0.9631,1.1019,0.0576,0.9067,1.0639,0.0871,0.9155,1.0997,0.069
20,2x3,norm,-0.0173,1.3644,0,0.0024,0.5819,0.1797,0.0183,0.5467,0.1654,0.0144,0.5439,0.1582,0.0271,0.5664,0.1645,0.0024,0.5819,0.1797
20,2x3,norm,-2.7922,-0.5754,0,1.241,0.3653,0.0554,1.3595,0.373,0.0546,1.36,0.366,0.0533,1.1686,0.3567,0.0557,1.241,0.3653,0.0554
20,2x3,norm,-1.6755,3.7339,0,0.7761,1.3178,0.0511,0.7598,1.3753,0.1236,0.8374,1.3154,0.0463,0.7799,1.2967,0.0241,0.7761,1.3178,0.0511
20,2x3,norm,-1.7259,-0.2107,0,0.8792,0.1971,0.0983,0.8967,0.1879,0.0765,0.9167,0.2085,0.075,0.8561,0.2025,0.0947,0.8792,0.1971,0.0983
20,2x3,norm,-3.424,-1.4236,0,1.5864,0.5712,0.0318,1.688,0.6037,0.0217,1.6128,0.614,0.0252,1.3709,0.5543,0.0177,1.5864,0.5712,0.0318
20,2x3,norm,-0.2928,-1.9507,0,0.0904,0.9437,0.1619,0.1386,0.9752,0.1514,0.1208,0.9909,0.1402,0.0956,0.9282,0.1648,0.0904,0.9437,0.1619
20,2x3,norm,-3.2525,-1.777,0,1.2044,0.5906,0.0821,1.2699,0.5694,0.1093,1.3084,0.5578,0.084,1.1353,0.5654,0.073,1.2044,0.5906,0.0821
20,2x3,norm,-0.3347,-0.1093,0,0.2806,0.1279,0.0987,0.2592,0.1307,0.1203,0.2554,0.1257,0.1033,0.2825,0.1341,0.0859,0.2806,0.1279,0.0987
20,2x3,norm,-0.8144,3.6187,0,0.1144,1.4649,0.0647,0.0911,1.3224,0.0234,0.1203,1.315,0.0233,0.1378,1.172,0.0438,0.1144,1.4649,0.0647
20,2x3,norm,-1.375,-0.1669,0,0.7579,0.1134,0.0347,0.8037,0.0981,0.0568,0.8017,0.0982,0.0222,0.7474,0.1014,0.0372,0.7579,0.1134,0.0347
20,2x3,norm,-2.08,-0.8156,0,0.9755,0.4569,0.09,1.0192,0.4226,0.1057,1.0381,0.4417,0.1123,0.9411,0.4415,0.0696,0.9755,0.4569,0.09
20,2x3,norm,1.2248,1.4013,0,0.6183,0.6154,0.085,0.5864,0.5576,0.0933,0.6045,0.5916,0.1102,0.6136,0.5983,0.0579,0.6183,0.6154,0.085
20,2x3,norm,-0.1445,0.8622,0,0.0817,0.5075,0.1477,0.0689,0.4818,0.1263,0.0763,0.489,0.1201,0.0766,0.5154,0.1502,0.0817,0.5075,0.1477
20,2x3,norm,2.1038,2.7367,0,0.7915,1.1238,0.1468,0.7544,1.0813,0.0512,0.8297,1.139,0.1881,0.7582,1.0481,0.0685,0.7915,1.1238,0.1468
20,2x3,norm,-2.022,-1.9683,0,1.1007,0.6477,0.1627,1.1575,0.6317,0.211,1.1454,0.6437,0.1608,1.0712,0.6406,0.1337,1.1007,0.6477,0.1627
20,2x3,norm,-3.505,3.3694,0,1.5105,1.2647,0.0338,1.4983,1.1741,0.1648,1.48,1.1617,0.0255,1.3574,1.128,0.091,1.5105,1.2647,0.0338
20,2x3,norm,-3.6459,-1.2809,0,1.6893,0.4252,0.1157,1.743,0.4239,0.1185,1.6117,0.4469,0.1122,1.4082,0.4555,0.1174,1.6893,0.4252,0.1157
20,2x3,norm,2.4928,3.0649,0,1.1662,1.2627,0.2372,1.199,1.2981,0.2777,1.2277,1.3368,0.2556,1.1249,1.2147,0.1801,1.1662,1.2627,0.2372
20,2x3,norm,-0.8611,2.2852,0,0.2765,0.9134,0.0496,0.2768,0.9366,0.0743,0.2542,0.944,0.0694,0.2374,0.8619,0.05,0.2765,0.9134,0.0496
20,2x3,norm,-2.8386,-3.1827,0,1.2725,1.1863,0.0892,1.3103,1.1892,0.1337,1.3476,1.2198,0.0966,1.2212,1.1452,0.0668,1.2725,1.1863,0.0892
20,2x3,norm,0.4659,-1.6983,0,0.0363,0.665,0.1274,0.0398,0.7201,0.075,0.027,0.7189,0.105,0.0459,0.6672,0.1195,0.0363,0.665,0.1274
20,2x3,norm,3.8998,0.585,0,1.8971,0.1141,0.0453,1.6701,0.1208,0.057,1.6697,0.1294,0.048,1.3071,0.0883,0.0317,1.8971,0.1141,0.0453
20,2x3,norm,-0.9227,0.831,0,0.4239,0.3487,0.1215,0.4038,0.35,0.1341,0.4069,0.3524,0.1188,0.4217,0.3426,0.1265,0.4239,0.3487,0.1215
