n,design,distr,effectX1,effectX2,effectX1X2,etaX1,etaX2,etaX1X2,parX1,parX2,parX1X2,rnkX1,rnkX2,rnkX1X2,artX1,artX2,artX1X2,intX1,intX2,intX1X2
20,2x3,norm,5.33059120923281,4.05146675556898,0,0.792725575033555,0.586402599071988,0.0293726266901879,0.792725575033555,0.586402599071988,0.0293726266901879,0.811865787653405,0.591501822710773,0.0555815332296711,0.741042314731954,0.611115529864269,0.0291080675768544,0.736966750176633,0.546742898572,0.0046127672296734
20,2x3,norm,4.4978942759335,-5.88988973945379,0,0.699636041611805,0.733040686200723,0.0433409199642947,0.699636041611805,0.733040686200723,0.0433409199642947,0.66007114434737,0.684986660689397,0.0190110476457056,0.708195525798543,0.673978713584892,0.0389544085362742,0.633792887452946,0.66075533850435,0.0109981139745477
20,2x3,norm,-1.03610499575734,5.65474297106266,0,0.0365717173273084,0.733962732288134,0.00395472549199195,0.0365717173273084,0.733962732288134,0.00395472549199195,0.0325820285229878,0.727668450804265,0.00526577553542222,0.0352449489191549,0.728770187198277,0.0043251010344436,0.0287340606144562,0.667013852661289,0.00185374709504043
20,2x3,norm,3.46699696034193,-3.48379405587912,0,0.640898823817216,0.513524465013518,0.00469450918133092,0.640898823817216,0.513524465013518,0.00469450918133092,0.671167777145597,0.517057108591017,0.0239394226855575,0.665352878280389,0.53100968497673,0.00305580603145965,0.626724844747415,0.503241361475082,0.00136321771281355
20,2x3,norm,-2.85675168037415,-1.65712977945805,0,0.63014330962458,0.25741759881325,0.00647906660793087,0.63014330962458,0.25741759881325,0.00647906660793087,0.666339059618978,0.254713123434686,0.00167952786391156,0.65974614995801,0.244906699083923,0.00735718786476709,0.613699991991184,0.276565345254365,0.012188483510903
20,2x3,norm,-2.10157350823283,1.98963012546301,0,0.372293279698431,0.2816252716184,0.00396324402410997,0.372293279698431,0.2816252716184,0.00396324402410997,0.380788388624237,0.268636966939888,0.0123207687094254,0.379016084262816,0.270249521354256,0.00239659238903656,0.364844397135826,0.280133072092871,0.00394225407294278
20,2x3,norm,-5.94200631603599,-6.04540341347456,0,0.800031846884177,0.75365901270164,0.0458936903280629,0.800031846884177,0.75365901270164,0.0458936903280629,0.807962711905076,0.756366386506657,0.10844992463195,0.747663038570803,0.772870430160377,0.0494660940256901,0.738466503153633,0.694423507649335,0.00738414331166663
20,2x3,norm,5.69427855312824,4.29168680682778,0,0.808363656980349,0.731893565830654,0.0293014232843706,0.808363656980349,0.731893565830654,0.0293014232843706,0.789467479779988,0.638871284736007,0.0346617213746916,0.750476865508292,0.656165659723176,0.0171664645341472,0.72906586654922,0.600863035758267,0.0162044713999196
20,2x3,norm,-1.32777883857489,-1.72560164704919,0,0.301770729415038,0.266870881653537,0.00679206315315351,0.301770729415038,0.266870881653537,0.00679206315315351,0.297367396306567,0.280206419980526,0.00113315825716738,0.318522350739026,0.287715389521577,0.00901350246518627,0.292483237251664,0.259111409107647,0.00349004997746335
20,2x3,norm,-1.7749113291502,-5.42196020483971,0,0.379344424810524,0.754435840293639,0.021656592700822,0.379344424810524,0.754435840293639,0.021656592700822,0.415368007682791,0.776558683869416,0.0790423852589238,0.396752268239461,0.744553203609662,0.0190071756075911,0.348926338937116,0.705999850957436,0.0122821098288355
