n,design,distr,effectX1,effectX2,effectX1X2,pX1,pX2,pX1X2,parX1,parX2,parX1X2,rnkX1,rnkX2,rnkX1X2,artX1,artX2,artX1X2,intX1,intX2,intX1X2
12,4x3,lnorm,0,4,-1.98215934075415,0.16792694831853,2.98133182609096e-44,0.00338621622127537,0.0127471965428946,1.55179197844283e-33,0.000133742534479228,0.650475767295051,2.0496413176133e-35,0.0118287032223788,4.54559255216333e-07,2.98922113581222e-33,1.54845880840027e-08,0.396638113043944,2.37945273748052e-32,0.0234118501738956
12,4x3,lnorm,0,4,-0.459863701835275,0.16709252898204,4.45474257823684e-43,0.235914847046689,0.293389722378962,3.1731835305741e-22,0.207831140306035,0.236685928119622,9.41458974471073e-41,0.383128045950745,0.000766492530647898,1.22047599122417e-35,0.0168223159152238,0.124036280355636,2.00628742262729e-37,0.143579202970279
12,4x3,lnorm,0,4,0.841861688531935,0.423116285060403,2.54531728015073e-36,0.138604371844119,0.0814955956354301,5.35507209901945e-19,0.0673363640662111,0.678997317412048,1.10802243184753e-36,0.436471186753926,0.00142920636065266,2.54139224690561e-33,0.00294590733535844,0.353877006138128,3.56791675225129e-33,0.0995517661630351
12,4x3,lnorm,0,4,0.837488441728055,0.335526556711264,1.34752684110581e-40,0.222592644586432,0.826818209943475,5.0752177350551e-23,0.715036330687611,0.423482740716923,1.54988384299221e-41,0.333422463979196,0.611648867599553,2.83800297704535e-41,0.547043196131732,0.288352100140731,4.72689589858537e-38,0.232182132039322
12,4x3,lnorm,0,4,-1.59295148681849,0.514768751311595,1.98247496227997e-45,0.174915997886366,0.138522323480495,3.56382341677249e-26,0.0260153163648321,0.339225925970623,6.03247659604741e-44,0.427289384984977,2.02868236874418e-06,6.82943052916885e-34,6.24976567577768e-06,0.547691455020679,2.44827736368248e-40,0.142326615973163
12,4x3,lnorm,0,4,-0.0265715355053544,0.363956894411108,3.55841881639154e-41,0.399567152844947,0.326886118746965,1.55184934598796e-16,0.424619869255276,0.612856637900074,1.26115463199858e-42,0.412907999109617,0.0111946142965072,4.16900881494619e-38,0.123136930184165,0.513925203094497,1.55496103671258e-39,0.470592447234438
12,4x3,lnorm,0,4,-0.472965757362545,0.95007275274685,8.46763583533956e-38,0.286910810484879,0.627767040111961,8.54003337383813e-24,0.599726920659483,0.853175218357448,2.24684615589526e-38,0.351002053511186,0.261838127040252,1.1000129943853e-36,0.347661126460008,0.906965340484562,6.23346287383851e-38,0.26970688360002
12,4x3,lnorm,0,4,-1.32822284195572,0.334865965824482,3.32631223348276e-42,0.0101154142216419,0.0352097322207159,8.8100915019394e-21,0.00651818656974131,0.503610424415148,2.59888940339131e-39,0.0486522028288034,0.0026615700960399,3.30021360262707e-33,0.000673396151029731,0.144187347941619,4.52755757926667e-39,0.00118332330442715
12,4x3,lnorm,0,4,0.576245016418397,0.154828162214413,8.73844883652839e-37,0.336979737772172,0.288617821099709,4.36673581034457e-24,0.258036787949295,0.282034012970215,2.50166643413163e-36,0.503636482642295,0.00395467091095783,5.23249761016082e-34,0.0254239716431864,0.126735412015843,6.57852362422603e-34,0.251644334366788
12,4x3,lnorm,0,4,0.91068140976131,0.455942813063524,9.10630868655937e-39,0.0317557019485431,0.107311368423642,1.46435767603422e-17,0.180169886956442,0.2647209774095,1.27644945421189e-32,0.285190148781202,0.0260991621658896,1.14306351920589e-29,0.091643001312774,0.365487718910469,3.13953085218448e-30,0.0428571663512641
12,4x3,lnorm,0,4,-0.8504609297961,0.128607415937735,2.87845058664739e-37,0.582092695727681,0.73680056449913,4.66380214899282e-22,0.958679738631929,0.146106978177304,1.26768879021546e-37,0.359116426918329,0.195008390678202,3.38323774055451e-35,0.462177773627752,0.152087927402892,7.41590252230675e-35,0.799398581613708
12,4x3,lnorm,0,4,-0.453978377394378,0.179868819575393,7.64482067561631e-36,0.122513480481435,0.849146579477731,1.47472504972399e-16,0.906277516530921,0.0822811174437064,2.01543067889504e-39,0.039666103735321,0.180846655663045,1.68178776596344e-37,0.090360533348897,0.143235291722014,8.52241993815936e-37,0.126444150675285
12,4x3,lnorm,0,4,1.86741636600345,0.0555207826584625,6.41154176886586e-38,0.00266479647959542,0.508089073851458,2.55615199088932e-23,0.00039034029145801,0.0447981243668627,1.6454059112869e-37,0.000398533218375229,0.216805233949599,4.01924765989489e-33,0.00039300447094633,0.149221758288386,4.43937135607649e-33,0.000832212638344797
12,4x3,lnorm,0,4,-1.46368104312569,0.273876591034042,2.38347460615219e-36,0.944945098784137,0.700899413727988,2.53699879791643e-19,0.86413321176579,0.372509294549955,4.89201034238557e-35,0.967529384652558,0.105176148836467,1.39888062284364e-33,0.473893160944492,0.196836858390757,2.84563743175441e-33,0.912799878132892
12,4x3,lnorm,0,4,-0.261244318448007,0.384568930323976,6.73473026603667e-41,0.671274465687786,0.848468177437715,2.37326552556362e-23,0.833431403303134,0.376868643753574,4.27606987970552e-40,0.940374477408208,0.180191104956136,1.67758519973371e-36,0.28174466004344,0.421243875147274,3.5235445239422e-40,0.705256557350279
12,4x3,lnorm,0,4,-1.36141216102988,0.320502600475678,1.00817379995098e-37,0.128497696197261,0.879847455743416,9.83397513001641e-23,0.431944568226894,0.595322011808752,1.20881019544108e-38,0.329432847950423,0.0316432023173228,9.22632492943555e-37,0.0199488756439398,0.476984051566948,1.51232079689036e-34,0.0958895589501406
12,4x3,lnorm,0,4,-0.0763168847188354,0.419665730448027,8.23777067035433e-43,0.807756179665698,0.454119291817495,5.88594980202268e-19,0.350443697981418,0.579051073063557,2.70714501573704e-37,0.757978812933947,0.277546811575941,2.87334903437991e-34,0.403556728527827,0.27983651442884,1.02041096255581e-33,0.746756478841887
12,4x3,lnorm,0,4,0.811728855594993,0.270038794753961,3.23329527499547e-35,0.258829840409464,0.535600912033684,1.22806125862344e-16,0.36060969770683,0.132095095104691,7.0925700009102e-37,0.522174966864612,0.184458723282275,3.76825716496539e-34,0.349404180085119,0.352293540265433,1.36689238270658e-33,0.218433277152099
12,4x3,lnorm,0,4,1.65278554800898,0.601985134284574,3.72329969648842e-39,0.00609855058737764,0.140848524931613,3.50977746553463e-19,0.006599365893971,0.280128222496291,1.10801254125349e-39,0.0437364084103857,0.00217642310064331,2.65770444244343e-30,0.00159719340529383,0.49863956837588,5.68319660996719e-37,0.00353657744510032
