n,design,distr,effectX1,effectX2,effectX1X2,pX1,pX2,pX1X2,parX1,parX2,parX1X2,rnkX1,rnkX2,rnkX1X2,artX1,artX2,artX1X2,intX1,intX2,intX1X2
12,4x3,lnorm,-3.4346109200269,0,0,1.8561951243504e-25,0.395860087918374,0.837235392145583,6.25245846267972e-16,0.256532475269651,0.688226019257263,9.15257624326852e-26,0.409249238173372,0.880998930056532,6.02953674148682e-23,0.074375625429188,0.406729107141848,1.12407491292553e-24,0.365512738061853,0.673912749022721
12,4x3,lnorm,-2.38276791200042,0,0,2.88830560772715e-24,0.635576523203897,0.52972503368744,2.60280982474936e-10,0.142735573590611,0.619510942427782,9.47190863184019e-23,0.703723258283619,0.670131377357355,9.66167547163123e-21,0.228486654313891,0.372259976521404,2.9571935485198e-24,0.598681302165401,0.515923673381135
12,4x3,lnorm,-2.27973580174148,0,0,6.62691392402744e-17,0.68380293914116,0.378765932918744,1.92629478296015e-07,0.930277076207053,0.987889777314475,5.72108326930702e-17,0.399587498377318,0.198245804862482,9.76421778492883e-16,0.797289173515379,0.303677845255057,2.95535394090906e-17,0.571644205100581,0.256848092721925
12,4x3,lnorm,-1.38787533529103,0,0,0.00190225775681331,0.541481139035769,0.0858768493994899,0.163440946313428,0.96555620526357,0.00346976429523658,0.00285023226558418,0.42384699795397,0.14365943774192,0.00632104145072221,0.704120808099166,0.13356772156006,0.00186119786876507,0.574236458531281,0.0634733416371592
12,4x3,lnorm,-2.95755219645798,0,0,2.44454152940494e-19,0.667241080185215,0.254369698522706,4.69415757325168e-10,0.691126614208021,0.891436637599005,2.43761651375868e-18,0.993058664268633,0.307766880710145,5.30916811702337e-18,0.955060145299131,0.818552854080117,1.83459032137416e-18,0.743078449528922,0.386222308567543
12,4x3,lnorm,-0.751065693795681,0,0,0.0702824897107525,0.272327695225818,0.482434079350423,0.168602907760637,0.298338163253354,0.468885335313267,0.124310534223813,0.218441843052358,0.575774735103423,0.0727919884202587,0.0831103352189765,0.616310240865502,0.0644507878280613,0.430394352978213,0.489128919783766
12,4x3,lnorm,-3.60876648128033,0,0,1.47791442687534e-38,0.0987794942667949,0.361529551908207,7.20036511994609e-20,0.989457054128072,0.77199256839026,3.85386031774148e-40,0.0616116259696612,0.253410065347661,5.44428153738543e-38,0.322382379548996,0.736427631407893,6.88069653213013e-35,0.169859420786995,0.326922285611124
12,4x3,lnorm,-0.0695226937532425,0,0,0.264913354492727,0.500745307607772,0.122558800106528,0.287718189394565,0.411251377147599,0.174159655598202,0.17446253855236,0.553938663867536,0.162545985120515,0.677741002982598,0.488273553167411,0.250681083711776,0.164556675399822,0.568091473324305,0.127109439922648
12,4x3,lnorm,2.08414517715573,0,0,1.55255599004648e-13,0.64847404937736,0.708982554896922,3.26836891056201e-06,0.668220312623192,0.687770223698552,1.53280148411293e-12,0.435241433369206,0.385497844127663,1.67636360737796e-10,0.629132219432258,0.732603148697684,1.67994417192995e-13,0.656174656615229,0.707442054436269
12,4x3,lnorm,-2.8845762424171,0,0,1.25128167137212e-29,0.136007161050701,0.936629444699285,8.91084035457051e-09,0.155071295772287,0.735767604594981,5.48393960205709e-26,0.170525696898535,0.920029838044416,2.65893123509017e-23,0.0612971848126063,0.710643761047714,1.00001656635317e-25,0.138059067439548,0.905271450355978
