n,design,distr,effectX1,effectX2,effectX1X2,pX1,pX2,pX1X2,parX1,parX2,parX1X2,rnkX1,rnkX2,rnkX1X2,artX1,artX2,artX1X2,intX1,intX2,intX1X2
20,4x3,lnorm,0,4,0,0.707022753735022,4.13433648427604e-59,0.495744258557644,0.994789139149279,8.81899620243436e-37,0.958981978233845,0.656332553608482,7.36336352671121e-59,0.520460272439438,0.673260016464191,6.28654682535288e-59,0.464792356344456,0.614292132981218,6.51172175624721e-56,0.697478259236686
20,4x3,lnorm,0,4,0,0.39387075931492,1.04327244212478e-63,0.211603634832938,0.580422045777177,4.84237329926069e-38,0.734029297239364,0.64034572616788,5.08410934698482e-61,0.19856604469585,0.0829666557439065,8.00192990994249e-58,0.124967334479898,0.44476998494356,5.74693331808973e-58,0.218489662142194
20,4x3,lnorm,0,4,0,0.117492237487251,5.1632510516721e-75,0.101418963098361,0.274995105367987,7.11697413971203e-47,0.818508576807006,0.0954727095440481,6.812293658819e-65,0.0906585209458782,0.000460239422096458,1.21203053537097e-60,0.0120205374094502,0.130983419892421,1.41946700380778e-55,0.173256620926689
20,4x3,lnorm,0,4,0,0.620260727031482,4.17204981745162e-64,0.00287007978521296,0.571285509020772,9.41175001742671e-34,0.0581494916232326,0.730046460406896,7.52511967279913e-66,0.00354301432296381,0.180339234333114,6.30453749700934e-63,0.0523635443267998,0.496242833297884,2.08516825924527e-60,0.00313173628092075
20,4x3,lnorm,0,4,0,0.449383642673602,3.95021616732727e-63,0.618768973832424,0.592861912921573,3.68083331457305e-38,0.92404427085897,0.651935605951829,1.09990461997054e-63,0.353757331991297,0.083957571642657,1.45603472420204e-63,0.20712667370281,0.452031740464873,1.61403762485376e-58,0.749456346843213
20,4x3,lnorm,0,4,0,0.482563909537505,2.28438504522706e-67,0.640013716873024,0.667057836261784,2.68812810609091e-30,0.916956422722008,0.447329229915793,2.84148568916684e-68,0.615148913898096,0.143100582636412,1.46829987150465e-68,0.29824685580248,0.567458117880483,7.29967371894997e-63,0.672578332357492
20,4x3,lnorm,0,4,0,0.492289231526796,1.23440551331639e-70,0.60726177236641,0.96813642930572,3.47086297651169e-36,0.990006991837222,0.222941248092505,1.02736112475547e-64,0.320551637538453,0.731104708269031,5.76496195044892e-64,0.632773669146154,0.543480505845556,1.12378676636082e-57,0.553687657103676
20,4x3,lnorm,0,4,0,0.222502538072002,1.38834240965627e-62,0.583437547740314,0.395201472867689,5.08992428754664e-31,0.805411903687381,0.227807203328532,2.07374267141552e-62,0.668954988392199,0.00735490804429845,2.19397985105203e-59,0.040350145072191,0.267453161422137,2.43554368425236e-55,0.572382101778092
20,4x3,lnorm,0,4,0,0.712387197206539,1.07287935512256e-70,0.282156500063176,0.682501126121118,7.21541809628027e-32,0.418592627624199,0.8175782599778,2.86098527453544e-72,0.146973466969654,0.238121185043576,1.27481493575517e-70,0.0516351677907408,0.730026315977057,4.13216040815945e-62,0.300518004676737
20,4x3,lnorm,0,4,0,0.654896274393393,1.04097709032674e-69,0.546526042421471,0.61060060614827,2.76426827797803e-46,0.427014625283498,0.528496604737519,2.25473106624076e-66,0.745877469467317,0.102985127656608,1.25824125630395e-64,0.439765206615963,0.620993213613973,5.08736702698952e-59,0.43847331528907
